SalesOrderID,ProductID,QuantitySold,OrderDate,Deposit,TransactionDate,PaymentMethod,TotalAmount,Tax,Discount,WarehouseID,EmployeeID,CustomerID
1508,80,73,2013-05-20 00:56:05,266.65,2013-07-16 00:56:05,Cash,9913.7,490.76,208.36,1,83,835
1509,140,76,2020-05-26 07:27:41,95.06,2020-06-29 07:27:41,Credit Card,8957.35,409.1,482.18,3,47,616
1510,196,99,2022-03-05 15:22:45,534.8,2022-04-25 15:22:45,Cash,4262.46,945.36,40.36,5,71,601
1511,471,76,2020-09-14 12:13:38,699.76,2020-10-15 12:13:38,Credit Card,7107.97,24.81,92.2,9,62,707
1512,261,29,2015-07-21 23:50:42,921.17,2015-09-17 23:50:42,Credit Card,6464.95,799.56,411.25,8,91,938
1513,158,55,2016-12-01 19:42:46,872,2017-01-02 19:42:46,Bank Transfer,4804.1,846.53,480.59,2,17,524
1514,393,77,2016-08-22 17:41:29,802.26,2016-10-04 17:41:29,Bank Transfer,2494.33,142.65,139.91,8,94,351
1515,85,45,2017-06-26 22:17:33,181.5,2017-08-22 22:17:33,Bank Transfer,3032.06,227.13,268.65,4,24,880
1516,74,22,2020-07-17 03:33:45,958.19,2020-09-13 03:33:45,Cash,9780.28,669.92,480.22,1,57,971
1517,236,94,2023-10-03 00:43:24,552.78,2023-11-12 00:43:24,Cash,4834.11,564.32,439.78,5,9,163
1518,194,35,2015-12-14 13:32:36,127.76,2016-02-06 13:32:36,Bank Transfer,4393.92,452.6,183.68,4,19,431
1519,264,99,2016-11-24 00:38:08,865.59,2017-01-17 00:38:08,Cash,4651.28,61.63,207.2,7,89,109
1520,52,91,2018-04-24 00:43:10,267.26,2018-06-10 00:43:10,Cash,8427.17,136.35,43.3,8,87,81
1521,378,74,2024-04-09 22:40:31,357.96,2024-05-12 22:40:31,Cash,7885.31,348.64,100.49,7,57,886
1522,395,29,2017-08-30 07:43:05,619.4,2017-10-13 07:43:05,Bank Transfer,3236.31,285.07,238.01,6,46,981
1523,265,86,2014-08-19 14:39:42,136.78,2014-10-01 14:39:42,Cash,8517.11,260.32,234.21,8,16,902
1524,288,98,2022-06-27 07:56:21,334.09,2022-08-26 07:56:21,Cash,787.76,533.52,233.4,8,6,17
1525,414,72,2022-03-01 03:01:55,273.24,2022-04-02 03:01:55,Cash,3582.81,294.2,312.79,9,89,37
1526,190,52,2014-12-11 13:02:09,437.8,2015-01-17 13:02:09,Cash,1165.32,346.43,142.29,1,41,551
1527,109,40,2020-03-30 19:39:39,178.92,2020-05-14 19:39:39,Bank Transfer,1810.54,935.3,496.41,7,15,686
1528,64,57,2022-09-20 14:12:27,768.67,2022-11-05 14:12:27,Credit Card,2523.47,227.88,309.98,1,94,178
1529,500,52,2020-10-01 02:30:01,510.2,2020-11-01 02:30:01,Bank Transfer,2171.29,603.66,64.79,9,80,692
1530,407,13,2016-11-09 03:01:54,669.57,2016-12-23 03:01:54,Cash,2155.72,543.87,244.75,3,33,642
1531,388,89,2016-08-15 05:57:33,785.97,2016-09-15 05:57:33,Credit Card,2990.87,242.54,128.52,6,5,706
1532,137,74,2019-03-23 10:44:27,86.39,2019-05-16 10:44:27,Credit Card,7910.38,48.44,444.59,2,83,570
1533,119,61,2023-10-06 19:01:41,956.51,2023-11-07 19:01:41,Cash,6821.53,642.54,74.83,5,81,816
1534,36,58,2013-09-07 21:08:58,254.61,2013-11-04 21:08:58,Credit Card,6644.84,414.63,441.38,6,33,574
1535,176,15,2016-11-15 14:53:10,850.73,2017-01-01 14:53:10,Credit Card,20.64,127.15,375.94,2,102,226
1536,104,35,2015-10-09 13:21:54,955.77,2015-11-29 13:21:54,Cash,5061.87,265.13,89.64,7,32,177
1537,252,41,2013-05-15 18:09:30,566.72,2013-07-13 18:09:30,Cash,5134.88,321.04,340.58,6,85,352
1538,317,64,2018-03-20 00:54:01,539.45,2018-05-17 00:54:01,Cash,6321.96,730.18,292.39,4,21,917
1539,268,56,2011-06-03 05:42:12,426.6,2011-07-10 05:42:12,Cash,1727.41,968.54,331.29,5,81,160
1540,80,36,2012-11-25 23:40:03,310.81,2013-01-24 23:40:03,Bank Transfer,4440.22,350.82,458.63,10,90,817
1541,437,62,2016-10-29 01:32:03,466.5,2016-12-11 01:32:03,Credit Card,4133.37,960.1,428.53,1,19,936
1542,117,96,2024-08-11 07:50:52,335.37,2024-09-25 07:50:52,Bank Transfer,640.46,441.39,346.67,1,20,301
1543,441,48,2019-07-18 13:01:31,409.02,2019-09-01 13:01:31,Bank Transfer,7843.68,919.89,234.57,8,5,190
1544,35,34,2012-12-03 01:01:29,481.85,2013-01-26 01:01:29,Cash,7559.77,850.45,421.47,2,84,280
1545,284,82,2015-04-27 20:04:19,780.57,2015-06-19 20:04:19,Credit Card,8010.19,657.25,382.2,10,29,126
1546,138,43,2022-03-18 05:45:40,665.9,2022-05-04 05:45:40,Cash,3249.25,189.11,224.1,7,64,811
1547,101,50,2012-11-26 15:19:14,485.12,2013-01-12 15:19:14,Cash,8813.12,681.01,285.93,9,95,765
1548,295,79,2019-12-04 20:11:50,720.03,2020-01-17 20:11:50,Credit Card,7803.06,382.55,356.41,9,22,330
1549,425,29,2013-05-17 16:36:13,646.71,2013-07-10 16:36:13,Credit Card,196.13,266.55,31.7,8,89,943
1550,138,7,2019-04-18 18:29:33,264.54,2019-05-18 18:29:33,Bank Transfer,1438.17,867.42,126.34,7,56,731
1551,11,100,2020-09-17 10:40:04,875.18,2020-10-30 10:40:04,Cash,2534.66,951.96,131.94,3,60,540
1552,433,97,2019-06-06 08:37:53,710.43,2019-07-23 08:37:53,Cash,2020.85,11.95,102.02,2,25,874
1553,389,61,2024-03-25 13:27:33,367.24,2024-05-18 13:27:33,Bank Transfer,4576.05,48.59,226.27,8,57,681
1554,277,31,2018-04-02 07:29:09,976.88,2018-05-13 07:29:09,Credit Card,6737.03,636.05,72.21,8,66,371
1555,172,20,2018-01-22 17:12:14,577.64,2018-03-23 17:12:14,Cash,5256.16,616.72,108.65,9,65,815
1556,357,81,2012-03-01 06:10:36,872.55,2012-04-22 06:10:36,Credit Card,8749.78,114.79,102.34,6,42,279
1557,147,8,2015-12-17 13:40:11,324.79,2016-01-23 13:40:11,Bank Transfer,6734.41,402.7,496.45,3,42,968
1558,364,71,2011-08-11 08:36:21,56.09,2011-09-21 08:36:21,Bank Transfer,8624.18,72.59,378.85,9,52,612
1559,245,87,2018-02-05 16:21:08,149.25,2018-03-22 16:21:08,Bank Transfer,5339.15,946.25,383.36,7,4,373
1560,396,10,2020-04-13 14:54:40,1.83,2020-05-16 14:54:40,Credit Card,3543.98,212.64,281.09,4,79,630
1561,69,42,2022-10-13 12:57:44,501.7,2022-11-22 12:57:44,Credit Card,271.28,823.18,283.42,4,11,539
1562,400,97,2018-02-23 14:26:48,31.69,2018-03-26 14:26:48,Bank Transfer,7237.59,404.78,98.75,2,52,400
1563,495,45,2019-07-03 20:11:45,619.53,2019-08-27 20:11:45,Cash,2189.01,891.53,25.21,1,27,532
1564,6,52,2019-06-07 16:38:59,95.16,2019-07-08 16:38:59,Bank Transfer,3357.82,761.21,237.16,1,16,617
1565,423,39,2010-11-28 06:40:49,659.44,2011-01-02 06:40:49,Credit Card,9640.59,558.91,78.32,5,69,177
1566,89,38,2020-01-02 22:04:55,461.64,2020-02-05 22:04:55,Cash,6546.61,326.65,59.74,2,44,908
1567,82,66,2015-09-24 07:27:17,868.86,2015-11-13 07:27:17,Cash,5586.87,580.27,177.4,9,57,745
1568,46,80,2011-12-08 11:05:07,971.53,2012-01-09 11:05:07,Cash,6338.74,609.06,400.3,3,16,225
1569,217,70,2023-08-30 09:39:59,396.3,2023-10-15 09:39:59,Credit Card,6346.18,645.97,484.62,9,30,579
1570,371,80,2013-01-03 14:21:01,499.73,2013-02-11 14:21:01,Cash,1462.84,490.81,338.08,3,75,692
1571,461,2,2017-01-24 00:51:59,280.66,2017-03-25 00:51:59,Cash,178.46,831.28,248.92,7,14,626
1572,63,55,2020-07-19 12:14:29,821.96,2020-09-03 12:14:29,Cash,2346.9,639.04,100.92,10,7,35
1573,17,52,2022-11-26 00:09:08,174,2023-01-13 00:09:08,Bank Transfer,9526.42,800.25,430.6,4,78,49
1574,52,2,2022-08-04 05:23:13,645.16,2022-09-11 05:23:13,Cash,9033.77,913.25,195.27,4,15,288
1575,417,51,2015-05-13 11:38:23,496.95,2015-06-26 11:38:23,Credit Card,503.19,613.04,202.99,7,10,883
1576,369,98,2012-11-25 22:20:58,74.66,2013-01-13 22:20:58,Bank Transfer,6941.54,212.54,19.44,10,54,894
1577,239,33,2024-02-25 14:47:21,391.19,2024-04-21 14:47:21,Credit Card,8039.77,736.82,145.79,3,83,706
1578,372,55,2016-05-01 17:54:17,128.27,2016-06-06 17:54:17,Credit Card,6079.97,191.28,204.84,7,43,276
1579,261,38,2019-03-19 12:55:05,253.48,2019-04-25 12:55:05,Bank Transfer,1298.98,225.99,322.28,7,24,237
1580,321,99,2017-03-04 08:44:21,744.77,2017-04-18 08:44:21,Credit Card,2700.93,972.05,194.81,3,56,210
1581,190,81,2016-05-09 01:53:32,708.9,2016-07-06 01:53:32,Bank Transfer,2079.25,793.85,351.4,3,59,720
1582,135,68,2024-02-25 02:48:07,858.85,2024-04-09 02:48:07,Cash,4262.42,413.44,383.29,1,99,904
1583,386,53,2011-01-10 15:47:08,992.6,2011-02-27 15:47:08,Cash,3556,731.84,459.88,10,22,653
1584,321,41,2016-03-23 22:45:49,266.61,2016-05-20 22:45:49,Bank Transfer,3382.97,883.34,226.5,7,39,171
1585,153,97,2014-03-02 03:38:30,588.52,2014-05-01 03:38:30,Credit Card,4808.47,553.66,265.65,9,61,430
1586,4,8,2024-06-11 22:51:48,657.7,2024-07-13 22:51:48,Cash,6233.34,836.87,416.65,8,6,783
1587,306,5,2022-07-17 08:03:10,878.51,2022-08-29 08:03:10,Cash,6531.95,958.87,44.85,10,60,160
1588,496,66,2016-07-11 20:13:04,345.09,2016-09-08 20:13:04,Credit Card,1529.67,802.24,259.79,1,99,710
1589,342,52,2021-05-10 17:46:30,292.32,2021-06-30 17:46:30,Credit Card,9332.75,964.07,263.62,9,88,645
1590,210,67,2017-11-01 22:56:54,360.67,2017-12-07 22:56:54,Bank Transfer,4111.39,725.04,173.24,9,2,263
1591,318,28,2011-02-17 06:23:21,750.97,2011-03-26 06:23:21,Bank Transfer,9189.95,680.41,41.68,9,56,949
1592,214,61,2021-09-19 22:05:54,333.94,2021-11-06 22:05:54,Credit Card,2986.21,422.04,134.92,4,91,53
1593,255,24,2012-01-31 13:32:46,945.48,2012-03-16 13:32:46,Cash,6626.64,48.46,380.88,9,21,714
1594,378,29,2019-10-15 03:08:00,566.55,2019-11-28 03:08:00,Credit Card,5789.25,612.48,382.24,9,98,686
1595,296,43,2019-12-04 09:34:35,225.53,2020-02-02 09:34:35,Cash,3099.99,712.99,195.06,4,4,296
1596,400,91,2019-04-02 20:19:00,339.46,2019-05-30 20:19:00,Credit Card,377.85,363.11,441.16,4,63,564
1597,159,77,2019-12-06 00:30:21,948.88,2020-02-01 00:30:21,Bank Transfer,4297.29,61.75,187.5,5,18,369
1598,272,66,2018-04-25 20:03:06,435.25,2018-05-27 20:03:06,Bank Transfer,6120.22,806.21,175.04,1,63,483
1599,277,34,2023-04-15 11:49:23,227.2,2023-05-31 11:49:23,Bank Transfer,9913.86,370.32,381.14,1,95,772
1600,311,13,2021-07-15 18:10:34,532.71,2021-09-13 18:10:34,Cash,6132.65,714.3,452.6,4,43,994
1601,430,99,2015-09-12 18:41:39,169.25,2015-10-13 18:41:39,Cash,1552.69,530.32,239.36,1,42,628
1602,114,1,2011-03-13 03:04:56,743.17,2011-04-26 03:04:56,Bank Transfer,4481.94,442.49,482.46,2,7,545
1603,282,14,2012-04-01 01:03:54,244.83,2012-05-24 01:03:54,Cash,4392.85,964.01,134.94,1,2,207
1604,212,75,2020-01-17 21:24:12,605.6,2020-02-19 21:24:12,Cash,9956.85,77.86,364.45,4,74,181
1605,273,16,2020-03-20 12:24:33,402.07,2020-04-25 12:24:33,Credit Card,2598.89,132.98,125.55,3,78,282
1606,472,21,2017-11-26 14:35:03,637.28,2018-01-25 14:35:03,Credit Card,5238.73,775.91,486.75,7,38,339
1607,120,70,2013-03-21 01:36:24,305.69,2013-04-26 01:36:24,Cash,1629.85,299.54,362.23,10,98,627
1608,328,98,2017-03-28 00:26:57,261.91,2017-05-26 00:26:57,Bank Transfer,4647.58,334.1,222.91,9,70,866
1609,467,24,2012-12-21 01:34:26,909.61,2013-02-18 01:34:26,Cash,2063.84,819.16,101.06,2,79,357
1610,81,13,2016-02-07 09:36:58,977.47,2016-03-11 09:36:58,Cash,2702.56,805.85,477.37,9,57,555
1611,311,63,2018-05-28 10:12:42,42.16,2018-07-18 10:12:42,Cash,3121.82,833.06,243.99,5,8,865
1612,5,87,2017-04-14 22:52:41,379.94,2017-06-02 22:52:41,Cash,2172.41,843.06,189.84,4,9,965
1613,276,20,2013-08-11 12:29:22,235.72,2013-09-10 12:29:22,Bank Transfer,8742.66,110.32,440.47,1,67,192
1614,463,38,2024-08-21 22:02:08,680.73,2024-10-14 22:02:08,Bank Transfer,4201.88,90.74,49.2,2,53,223
1615,172,99,2013-06-10 20:52:34,791.3,2013-07-21 20:52:34,Cash,4846.99,525.06,468.89,5,45,834
1616,394,94,2018-02-05 03:35:54,983.12,2018-04-01 03:35:54,Cash,4796.29,344.62,280.32,8,68,660
1617,164,64,2023-08-30 18:05:24,385.84,2023-10-19 18:05:24,Credit Card,3870.05,801.72,415.25,5,35,512
1618,289,71,2011-02-13 03:12:52,447.1,2011-03-29 03:12:52,Credit Card,833.89,757.1,287.01,6,58,900
1619,189,32,2017-12-28 11:31:18,62.33,2018-02-24 11:31:18,Bank Transfer,7136.12,830.44,100.06,1,64,278
1620,441,86,2019-01-23 16:13:14,497.53,2019-03-23 16:13:14,Credit Card,2132.92,254.32,417.36,4,75,422
1621,78,53,2024-04-04 07:16:28,84.68,2024-05-22 07:16:28,Bank Transfer,1286.23,917.43,84.67,8,82,618
1622,380,30,2012-08-22 04:22:30,37.68,2012-10-19 04:22:30,Bank Transfer,3714.6,262.09,166.77,1,100,579
1623,225,40,2012-02-14 00:42:40,683.94,2012-04-04 00:42:40,Credit Card,2634.28,125.2,153.98,6,4,100
1624,423,83,2019-08-08 10:29:45,660.45,2019-09-28 10:29:45,Bank Transfer,993.39,992.59,300.01,10,32,74
1625,282,48,2024-01-11 21:38:06,482.81,2024-03-08 21:38:06,Bank Transfer,738.65,725.74,159.87,2,52,274
1626,405,58,2019-04-04 02:47:50,531.4,2019-05-12 02:47:50,Bank Transfer,5727.58,727.61,466.07,10,60,775
1627,194,21,2021-12-23 09:30:40,861.85,2022-02-17 09:30:40,Bank Transfer,7662.77,948.31,257.16,8,34,567
1628,394,46,2013-06-11 17:53:55,993.83,2013-08-10 17:53:55,Bank Transfer,3107.57,968.4,22.12,5,94,835
1629,443,72,2015-01-11 21:57:31,683.47,2015-03-05 21:57:31,Credit Card,9326.67,572.74,461.72,6,14,924
1630,7,36,2022-02-20 17:12:08,490.64,2022-04-10 17:12:08,Credit Card,5115.77,699.1,113.32,9,46,763
1631,198,23,2022-09-15 12:42:15,378.51,2022-11-04 12:42:15,Credit Card,6165.6,180.77,43.22,6,12,248
1632,146,86,2019-12-14 01:46:38,41.21,2020-02-07 01:46:38,Cash,2748.58,666.95,231.08,4,82,718
1633,133,10,2011-09-02 13:55:51,128.24,2011-10-15 13:55:51,Bank Transfer,8967.64,885.92,375.59,5,16,533
1634,480,44,2012-06-05 13:12:33,18.07,2012-07-23 13:12:33,Credit Card,6799.03,399.33,276.27,8,26,904
1635,244,82,2018-12-10 01:26:19,561.32,2019-01-28 01:26:19,Cash,3150.12,451.07,104.11,9,83,363
1636,448,100,2018-04-11 20:47:54,697.14,2018-06-09 20:47:54,Credit Card,3633.58,680.68,408.01,8,2,967
1637,390,49,2022-11-30 13:41:31,328.94,2023-01-07 13:41:31,Credit Card,6370.39,225.68,425.18,8,59,650
1638,347,9,2022-03-18 10:17:19,360.27,2022-05-16 10:17:19,Cash,7611.77,642.63,89.12,4,1,401
1639,419,69,2022-04-04 14:21:38,796.13,2022-05-04 14:21:38,Bank Transfer,7125.21,780.52,306.89,1,77,898
1640,259,22,2015-09-03 15:58:40,578.93,2015-10-09 15:58:40,Credit Card,8167.88,313.38,351.24,4,22,802
1641,171,65,2020-09-19 04:22:16,484.46,2020-11-15 04:22:16,Bank Transfer,9073.98,924.68,7.43,3,18,69
1642,456,82,2024-04-20 09:20:16,941.46,2024-05-24 09:20:16,Cash,8024.91,848.59,387.72,5,14,753
1643,396,15,2012-03-13 07:24:09,658.01,2012-04-25 07:24:09,Cash,6201.89,662.42,168.99,5,65,214
1644,372,4,2017-11-21 22:46:06,476.65,2018-01-14 22:46:06,Credit Card,2162.38,587.74,58.8,5,88,363
1645,357,98,2014-01-09 01:40:03,129.52,2014-02-16 01:40:03,Bank Transfer,5829.54,266.23,370.05,8,52,940
1646,303,55,2015-12-18 08:57:24,97.21,2016-01-21 08:57:24,Bank Transfer,4407.17,812.71,118.7,7,6,935
1647,100,67,2021-03-24 02:55:35,591.14,2021-05-10 02:55:35,Credit Card,4355.82,729.62,354.11,3,92,843
1648,471,36,2020-10-01 10:58:21,72.52,2020-11-24 10:58:21,Cash,3717.81,907.14,99.01,9,85,700
1649,284,92,2023-01-01 18:15:28,11.96,2023-02-13 18:15:28,Cash,673.96,954.2,82.46,8,88,923
1650,215,24,2019-07-05 23:30:55,426.82,2019-08-14 23:30:55,Credit Card,2072.84,776.97,109.6,4,9,152
1651,438,54,2019-11-30 22:18:41,728.55,2020-01-08 22:18:41,Cash,8374.08,947.73,365.78,4,57,590
1652,276,71,2024-07-01 18:32:01,989.31,2024-08-27 18:32:01,Credit Card,7877.57,665.59,251.71,4,66,932
1653,288,48,2021-11-03 03:18:43,117.64,2021-12-11 03:18:43,Bank Transfer,6092.85,594.69,395.41,2,27,870
1654,86,86,2023-11-17 05:24:30,64.29,2023-12-21 05:24:30,Cash,5695.77,274.64,464.26,3,75,582
1655,97,20,2012-04-18 16:21:46,334,2012-05-18 16:21:46,Cash,1087.5,279.38,420.77,1,45,73
1656,165,65,2011-03-30 14:09:43,592.62,2011-05-27 14:09:43,Bank Transfer,7358.94,448.91,258.25,4,98,300
1657,432,37,2021-11-24 22:01:46,853.75,2021-12-25 22:01:46,Cash,9460.4,352.35,143.17,7,84,756
1658,483,32,2019-11-07 01:22:44,514.11,2020-01-06 01:22:44,Bank Transfer,5305.93,230.35,206.46,9,5,562
1659,201,26,2016-05-11 16:35:49,692.15,2016-06-22 16:35:49,Cash,1594.46,486.62,411.34,8,53,465
1660,222,50,2023-01-05 03:09:43,168.87,2023-02-13 03:09:43,Bank Transfer,7554.8,39.4,96.06,7,89,389
1661,290,34,2019-10-20 16:13:09,273.05,2019-11-20 16:13:09,Cash,6125.98,544.22,184.94,6,7,52
1662,480,61,2020-04-08 06:57:44,622.48,2020-05-16 06:57:44,Credit Card,4093.2,365.8,264.05,10,63,417
1663,328,49,2015-09-28 08:33:14,645.43,2015-10-31 08:33:14,Credit Card,5694.15,561.26,432.98,9,102,79
1664,289,19,2018-09-05 19:25:10,544.19,2018-11-04 19:25:10,Credit Card,5066.57,862.1,244,7,85,557
1665,454,15,2023-07-13 12:26:23,962.22,2023-08-16 12:26:23,Cash,8232.66,321.91,273.78,9,3,161
1666,470,55,2020-09-09 05:38:08,228.28,2020-10-14 05:38:08,Cash,8731,922.41,137.05,2,93,84
1667,120,51,2014-03-13 17:11:51,242.32,2014-05-03 17:11:51,Bank Transfer,4930.63,433.18,454.15,7,1,99
1668,267,30,2011-09-26 15:30:16,359.54,2011-11-24 15:30:16,Cash,9642.93,561.28,479.71,8,3,744
1669,276,62,2020-12-30 23:45:53,62.01,2021-02-25 23:45:53,Cash,3661.94,863.77,433.89,6,72,937
1670,146,51,2018-11-10 10:08:31,829.84,2018-12-10 10:08:31,Cash,8300.73,473.74,164.42,6,41,938
1671,195,90,2010-12-20 17:28:57,437.06,2011-01-24 17:28:57,Cash,2553.11,69.16,436.26,6,59,16
1672,386,77,2014-09-02 14:41:04,621.13,2014-10-27 14:41:04,Bank Transfer,525.6,975.08,412.54,9,97,287
1673,326,10,2013-08-10 11:33:59,462.1,2013-09-20 11:33:59,Bank Transfer,9768.34,922.97,276.23,2,97,539
1674,16,33,2021-01-25 07:18:14,707.32,2021-03-18 07:18:14,Credit Card,5929.74,400.14,102.65,10,39,826
1675,365,43,2011-06-11 20:40:18,221.74,2011-07-19 20:40:18,Bank Transfer,1581.07,87.55,246.72,9,34,872
1676,175,12,2019-08-08 06:02:00,651.25,2019-09-09 06:02:00,Cash,4121.39,845.18,377.24,8,47,584
1677,464,25,2011-10-04 00:33:17,945.71,2011-11-16 00:33:17,Credit Card,6605,409.78,137.35,10,51,738
1678,496,14,2019-06-15 16:33:35,638.47,2019-07-20 16:33:35,Cash,3801.91,53.64,302.43,4,19,479
1679,65,57,2018-12-14 18:55:37,696.42,2019-02-04 18:55:37,Cash,7844.2,284.64,360.48,2,33,337
1680,226,67,2016-06-11 11:01:25,63.99,2016-07-20 11:01:25,Bank Transfer,5927.37,402.17,177.96,3,6,551
1681,92,5,2015-08-04 06:26:30,448.76,2015-09-15 06:26:30,Cash,5753.13,270.13,467.09,8,4,12
1682,27,13,2011-09-13 07:06:10,790.62,2011-11-03 07:06:10,Bank Transfer,8579.38,908.54,230.87,6,58,944
1683,204,21,2012-11-30 00:17:37,63.02,2013-01-16 00:17:37,Bank Transfer,249.68,109.92,320.2,4,97,403
1684,88,1,2013-09-17 01:28:52,573.51,2013-10-18 01:28:52,Cash,1260.57,549.39,276.92,7,7,956
1685,422,36,2020-07-30 18:30:09,3.74,2020-09-06 18:30:09,Bank Transfer,6656.53,942.41,479.31,8,45,858
1686,231,8,2020-12-03 11:46:35,433.48,2021-01-26 11:46:35,Bank Transfer,3755.98,379.05,250.74,7,23,49
1687,109,82,2021-04-16 10:13:31,452.26,2021-05-25 10:13:31,Bank Transfer,7906.03,799.28,400.67,9,13,303
1688,492,3,2018-09-16 22:21:00,538.88,2018-10-18 22:21:00,Bank Transfer,1873.25,389.12,160.54,6,58,368
1689,466,93,2011-10-23 04:32:44,423.27,2011-12-13 04:32:44,Credit Card,4444.74,673.47,99.15,5,39,736
1690,423,68,2013-02-02 11:59:26,686.91,2013-03-31 11:59:26,Bank Transfer,9650.3,256.86,239.53,5,2,323
1691,447,59,2013-03-25 04:24:11,978.4,2013-05-20 04:24:11,Cash,6163.64,524.07,170.64,6,94,209
1692,302,34,2011-09-07 16:25:53,402.34,2011-11-03 16:25:53,Cash,1965.13,369.56,5.16,9,83,191
1693,443,66,2019-12-20 08:01:05,49.82,2020-01-30 08:01:05,Credit Card,9716.45,590.61,70.29,2,100,430
1694,383,22,2022-05-02 22:31:50,535.12,2022-07-01 22:31:50,Cash,4558.01,651.42,93.01,8,80,967
1695,403,52,2014-07-15 08:12:23,778.98,2014-08-26 08:12:23,Cash,713.76,6.47,433.03,2,18,519
1696,363,34,2012-12-14 07:05:40,271.55,2013-01-20 07:05:40,Bank Transfer,9397.32,62.91,243.23,4,9,972
1697,261,28,2015-02-13 17:05:53,694.33,2015-03-15 17:05:53,Credit Card,9492.07,533.58,431.55,6,27,508
1698,320,74,2017-10-06 07:40:05,703.43,2017-11-20 07:40:05,Cash,9633.2,610.65,197.56,6,20,553
1699,159,43,2012-11-23 05:14:19,288.36,2013-01-01 05:14:19,Credit Card,3829.48,698.54,424.37,8,60,447
1700,312,61,2014-10-31 15:11:33,979.89,2014-12-17 15:11:33,Bank Transfer,8803.81,213.26,363.33,9,39,573
1701,297,42,2011-02-24 19:51:44,871.2,2011-03-29 19:51:44,Credit Card,105.31,770.77,348.93,10,94,712
1702,306,27,2022-11-19 08:21:12,676.76,2022-12-31 08:21:12,Cash,839.27,507.06,104.96,1,77,571
1703,296,77,2016-02-23 22:38:39,247.1,2016-04-22 22:38:39,Cash,5917.09,316.49,117.06,7,23,417
1704,133,26,2014-08-07 17:27:04,448.46,2014-09-28 17:27:04,Bank Transfer,4535.79,849.98,497.56,8,89,774
1705,302,73,2020-01-02 20:35:32,230.53,2020-02-18 20:35:32,Bank Transfer,468.73,846.6,238.61,7,18,763
1706,239,65,2018-05-28 13:00:16,520.28,2018-06-30 13:00:16,Credit Card,6051.27,207.38,474.64,2,35,316
1707,475,58,2022-09-05 04:16:09,872.44,2022-10-22 04:16:09,Bank Transfer,9696.55,986.45,155.86,7,77,675
1708,123,19,2024-07-29 08:33:52,330.02,2024-09-26 08:33:52,Cash,1830.64,50.01,448.24,10,4,640
1709,181,87,2011-07-12 19:02:06,149.61,2011-08-15 19:02:06,Bank Transfer,1275.45,41.68,292.78,1,73,575
1710,400,1,2016-05-21 23:50:31,155.42,2016-07-07 23:50:31,Bank Transfer,2359.63,367.84,124.63,5,71,840
1711,227,97,2024-02-20 22:34:46,670.15,2024-03-30 22:34:46,Credit Card,2614.73,581.51,241.65,9,64,644
1712,468,23,2023-01-12 22:42:16,432.62,2023-03-08 22:42:16,Cash,4114.28,968.6,182.48,1,46,706
1713,266,36,2011-04-02 08:57:37,237.04,2011-05-06 08:57:37,Credit Card,3003.6,295.78,326.25,5,20,282
1714,136,97,2011-04-13 15:49:06,359.83,2011-05-26 15:49:06,Credit Card,404.52,612.78,280.33,6,32,803
1715,127,14,2014-09-06 02:01:50,651.17,2014-10-29 02:01:50,Bank Transfer,3749.52,982.67,394.83,9,24,855
1716,218,82,2016-11-04 01:32:34,171.21,2016-12-24 01:32:34,Bank Transfer,5649.73,785.32,266.15,4,69,796
1717,321,83,2022-01-12 08:48:43,942.85,2022-03-09 08:48:43,Credit Card,897.01,604.21,228.38,10,43,489
1718,202,64,2018-09-10 19:41:49,399.06,2018-11-06 19:41:49,Credit Card,7699.89,775.8,140.81,2,14,925
1719,148,25,2018-03-20 22:09:32,179.15,2018-05-13 22:09:32,Credit Card,3182.58,996.68,262.99,1,29,915
1720,85,14,2015-11-17 21:01:20,492.15,2016-01-01 21:01:20,Bank Transfer,5216.74,438.92,155.54,2,96,360
1721,370,7,2013-09-07 01:01:58,366.09,2013-11-02 01:01:58,Bank Transfer,7385.85,139.04,480.56,7,94,965
1722,244,33,2014-09-24 03:47:16,534.01,2014-10-25 03:47:16,Credit Card,5672.21,376.25,384.53,6,37,145
1723,354,70,2018-04-15 14:26:46,240.6,2018-05-20 14:26:46,Bank Transfer,1714.16,488.56,92.33,1,89,546
1724,240,21,2018-07-11 19:35:46,495.9,2018-08-12 19:35:46,Cash,6682.4,764.03,187.47,10,29,606
1725,89,44,2022-07-09 16:13:41,570.77,2022-08-17 16:13:41,Credit Card,7694.18,947.73,146.55,2,87,108
1726,463,24,2010-11-11 17:58:53,950.31,2011-01-06 17:58:53,Credit Card,5671.73,854.8,58.51,7,61,207
1727,134,86,2016-12-15 02:13:30,820.35,2017-01-28 02:13:30,Cash,4315.73,960.53,424.57,3,6,180
1728,171,35,2018-09-19 12:41:48,778.38,2018-10-22 12:41:48,Cash,1299.38,531.77,303.84,5,88,455
1729,277,35,2012-12-22 06:31:52,825.71,2013-01-31 06:31:52,Cash,2801.66,126.32,243.87,9,3,389
1730,65,96,2018-03-01 04:27:22,726.96,2018-04-20 04:27:22,Bank Transfer,7942.98,165.06,168.37,6,72,639
1731,374,83,2018-12-15 21:16:15,883.38,2019-01-24 21:16:15,Credit Card,8618.97,219.27,129.39,2,90,258
1732,154,52,2010-11-02 09:59:13,572.06,2010-12-07 09:59:13,Credit Card,4801.5,38.15,407.15,10,52,279
