ProductionID,ProductID,PlantID,ProductionStartDateTime,ProductionEndDateTime,BatchID,QualityStatusID,EmployeeID,Quantity
1134,184,7,2015-03-15 06:21:57,2015-04-01 06:21:57,91,9,1,251
1135,226,10,2023-02-23 01:33:16,2023-03-09 01:33:16,165,19,16,823
1136,141,1,2011-01-25 03:44:10,2011-02-13 03:44:10,47,22,60,214
1137,84,1,2015-10-12 22:50:32,2015-11-09 22:50:32,31,5,81,624
1138,111,2,2016-07-22 23:06:21,2016-08-10 23:06:21,143,30,42,5
1139,150,3,2013-09-20 16:33:41,2013-10-04 16:33:41,52,3,86,971
1140,72,1,2022-02-20 07:31:17,2022-03-14 07:31:17,195,23,50,956
1141,65,1,2020-01-04 23:11:58,2020-01-26 23:11:58,78,17,16,801
1142,17,10,2024-05-11 18:54:54,2024-06-05 18:54:54,61,30,8,932
1143,153,9,2016-11-08 04:33:23,2016-11-27 04:33:23,74,23,58,223
1144,265,6,2014-06-25 13:07:37,2014-07-23 13:07:37,114,25,63,615
1145,454,4,2015-01-18 15:03:58,2015-02-08 15:03:58,151,26,68,964
1146,77,5,2018-02-03 06:35:41,2018-02-28 06:35:41,184,11,82,697
1147,122,9,2012-06-28 11:50:48,2012-07-17 11:50:48,27,12,11,549
1148,249,3,2018-08-08 07:29:16,2018-08-24 07:29:16,174,7,98,528
1149,71,7,2015-01-20 18:03:25,2015-02-16 18:03:25,71,28,17,601
1150,445,2,2011-12-02 12:52:39,2011-12-21 12:52:39,130,11,24,892
1151,187,8,2022-06-09 21:47:53,2022-06-28 21:47:53,176,14,100,541
1152,270,2,2021-08-03 12:31:42,2021-08-29 12:31:42,87,29,44,606
1153,125,1,2019-11-26 11:17:59,2019-12-10 11:17:59,132,4,74,434
1154,373,10,2024-01-14 08:32:53,2024-02-08 08:32:53,85,28,39,269
1155,257,8,2015-01-13 10:49:58,2015-02-07 10:49:58,100,4,87,819
1156,8,5,2021-07-02 21:15:04,2021-07-21 21:15:04,132,18,37,600
1157,59,6,2023-03-06 14:54:16,2023-03-31 14:54:16,189,1,66,586
1158,336,5,2016-12-21 08:54:55,2017-01-06 08:54:55,74,14,92,298
1159,122,6,2019-08-05 01:16:36,2019-08-19 01:16:36,7,15,53,610
1160,185,6,2021-02-19 10:43:12,2021-03-19 10:43:12,91,20,90,820
1161,479,4,2023-07-05 00:09:10,2023-07-31 00:09:10,95,28,43,521
1162,40,1,2019-01-22 15:54:01,2019-02-13 15:54:01,130,25,92,138
1163,79,8,2014-01-23 18:37:15,2014-02-16 18:37:15,113,25,43,308
1164,394,8,2018-09-21 15:50:44,2018-10-12 15:50:44,161,16,64,279
1165,295,3,2022-09-07 06:20:55,2022-09-26 06:20:55,95,10,91,121
1166,112,9,2022-06-27 23:53:15,2022-07-13 23:53:15,115,5,37,755
1167,416,4,2022-03-13 23:50:02,2022-04-05 23:50:02,124,20,61,631
1168,9,8,2021-06-19 20:33:20,2021-07-03 20:33:20,16,23,37,896
1169,458,6,2020-09-22 19:33:59,2020-10-11 19:33:59,154,10,71,853
1170,292,7,2021-05-12 21:33:19,2021-05-30 21:33:19,119,29,34,945
1171,433,2,2012-02-02 23:39:08,2012-02-27 23:39:08,112,14,17,203
1172,289,6,2014-11-30 04:26:28,2014-12-24 04:26:28,108,22,63,121
1173,169,6,2018-05-19 05:50:32,2018-06-04 05:50:32,151,8,44,924
1174,477,3,2014-09-24 21:19:06,2014-10-08 21:19:06,199,15,56,458
1175,320,1,2013-04-15 17:53:47,2013-05-03 17:53:47,97,10,16,802
1176,467,3,2021-10-10 10:40:10,2021-10-26 10:40:10,126,5,87,495
1177,185,4,2024-03-08 22:31:27,2024-03-28 22:31:27,17,10,48,972
1178,356,4,2019-12-30 01:23:48,2020-01-14 01:23:48,71,4,64,929
1179,327,1,2023-09-04 06:44:37,2023-10-02 06:44:37,15,11,37,984
1180,173,9,2021-08-28 20:36:44,2021-09-16 20:36:44,62,26,38,362
1181,319,6,2013-06-19 13:29:30,2013-07-08 13:29:30,94,30,56,821
1182,491,2,2017-01-06 05:43:32,2017-01-22 05:43:32,109,18,85,220
1183,191,8,2021-04-12 15:25:24,2021-04-29 15:25:24,180,28,98,425
1184,261,1,2014-04-21 02:17:19,2014-05-11 02:17:19,144,27,101,628
1185,389,1,2018-08-03 23:08:02,2018-08-22 23:08:02,78,26,96,595
1186,16,9,2019-09-17 11:14:11,2019-10-02 11:14:11,107,25,92,53
1187,103,2,2013-09-14 19:27:31,2013-10-02 19:27:31,122,3,48,933
1188,349,8,2021-10-24 16:53:20,2021-11-12 16:53:20,144,11,99,163
1189,321,10,2022-12-17 06:38:27,2023-01-01 06:38:27,117,19,30,229
1190,285,7,2014-12-17 10:40:43,2015-01-06 10:40:43,12,25,79,699
1191,446,2,2019-06-28 02:26:21,2019-07-15 02:26:21,172,22,54,37
1192,295,9,2016-04-11 13:12:57,2016-05-03 13:12:57,130,18,45,662
1193,13,2,2023-04-20 17:16:27,2023-05-14 17:16:27,9,12,48,810
1194,283,4,2015-01-30 19:04:25,2015-02-25 19:04:25,153,3,12,111
1195,431,4,2017-10-30 22:38:05,2017-11-18 22:38:05,45,2,21,416
1196,25,1,2017-02-06 07:03:31,2017-02-24 07:03:31,157,23,25,703
1197,376,4,2017-04-14 22:00:25,2017-05-08 22:00:25,182,7,74,444
1198,256,10,2022-12-05 17:32:22,2022-12-22 17:32:22,11,6,1,682
1199,456,4,2017-02-10 04:41:19,2017-03-06 04:41:19,140,18,82,459
1200,87,2,2023-05-04 22:26:56,2023-05-26 22:26:56,144,18,79,217
1201,153,5,2024-01-21 13:32:18,2024-02-12 13:32:18,116,17,13,771
1202,212,8,2014-02-13 12:31:09,2014-03-11 12:31:09,111,13,32,766
1203,140,3,2015-12-15 02:10:00,2016-01-12 02:10:00,190,1,70,239
1204,263,2,2012-01-15 13:26:55,2012-02-02 13:26:55,48,10,24,761
1205,208,7,2014-04-13 04:39:32,2014-05-09 04:39:32,75,16,36,153
1206,418,7,2014-05-27 16:46:57,2014-06-21 16:46:57,79,9,4,264
1207,332,9,2016-11-05 12:51:31,2016-11-26 12:51:31,50,25,88,784
1208,390,8,2011-01-13 10:37:09,2011-01-29 10:37:09,154,27,56,417
1209,227,10,2018-11-09 05:14:01,2018-11-26 05:14:01,167,11,67,96
1210,355,9,2024-08-12 13:02:56,2024-09-05 13:02:56,122,15,39,280
1211,291,3,2011-10-26 10:03:48,2011-11-18 10:03:48,80,13,68,457
1212,46,5,2016-12-03 00:48:36,2016-12-27 00:48:36,66,13,79,223
1213,292,10,2012-09-28 14:00:20,2012-10-24 14:00:20,181,11,32,95
1214,168,6,2024-02-15 17:29:33,2024-03-12 17:29:33,112,13,40,670
1215,101,10,2010-11-30 06:36:14,2010-12-16 06:36:14,72,1,20,642
1216,406,10,2011-07-30 17:37:51,2011-08-19 17:37:51,195,1,72,962
1217,413,7,2023-10-04 17:30:33,2023-10-27 17:30:33,69,25,76,398
1218,215,9,2011-12-19 18:00:26,2012-01-08 18:00:26,17,29,16,678
1219,94,3,2018-01-24 10:50:50,2018-02-15 10:50:50,148,26,102,150
1220,341,3,2013-07-21 17:01:00,2013-08-07 17:01:00,69,13,72,503
1221,96,1,2012-12-31 13:25:56,2013-01-16 13:25:56,58,15,27,236
1222,362,9,2017-07-05 14:59:17,2017-07-26 14:59:17,199,9,7,397
1223,365,2,2021-04-29 03:11:07,2021-05-23 03:11:07,53,17,53,504
1224,155,9,2011-03-14 06:28:34,2011-04-11 06:28:34,84,16,65,251
1225,476,5,2023-06-27 21:16:08,2023-07-11 21:16:08,85,11,75,395
1226,410,6,2024-01-15 01:41:22,2024-02-08 01:41:22,173,25,58,679
1227,334,6,2019-02-28 07:42:30,2019-03-20 07:42:30,118,17,50,576
1228,2,1,2011-07-27 15:18:51,2011-08-20 15:18:51,91,11,9,871
1229,68,7,2016-08-14 03:57:21,2016-09-08 03:57:21,164,24,62,668
1230,134,5,2012-07-30 19:05:36,2012-08-19 19:05:36,155,9,28,992
1231,469,4,2014-09-20 15:27:36,2014-10-10 15:27:36,43,15,5,377
1232,55,5,2015-04-02 21:13:42,2015-04-22 21:13:42,112,12,25,904
1233,410,5,2011-07-16 20:17:19,2011-08-03 20:17:19,46,2,8,299
1234,45,9,2015-09-29 05:57:18,2015-10-15 05:57:18,111,15,33,467
1235,52,6,2012-08-14 03:49:36,2012-09-08 03:49:36,36,2,32,334
1236,324,10,2016-04-09 18:23:09,2016-04-24 18:23:09,24,19,68,356
1237,484,1,2016-02-26 16:58:57,2016-03-21 16:58:57,88,14,48,643
1238,121,4,2014-03-11 02:17:50,2014-03-26 02:17:50,82,29,71,328
1239,279,2,2023-01-08 17:55:08,2023-01-22 17:55:08,161,9,25,935
1240,427,3,2018-03-03 05:40:16,2018-03-19 05:40:16,182,19,65,889
1241,244,7,2024-02-23 19:23:14,2024-03-22 19:23:14,106,23,27,191
1242,251,10,2012-11-24 11:05:36,2012-12-21 11:05:36,178,23,7,799
1243,66,4,2013-07-08 05:44:14,2013-07-26 05:44:14,53,18,13,2
1244,21,9,2023-08-14 16:53:35,2023-09-03 16:53:35,158,3,95,844
1245,23,1,2021-05-19 22:54:12,2021-06-09 22:54:12,94,5,17,618
1246,271,5,2012-08-25 19:15:28,2012-09-09 19:15:28,90,15,84,798
1247,471,5,2017-07-23 20:36:28,2017-08-19 20:36:28,149,27,99,417
1248,317,10,2020-05-03 13:52:17,2020-05-22 13:52:17,6,11,17,485
1249,361,3,2022-04-08 04:13:17,2022-04-22 04:13:17,90,20,80,440
1250,491,2,2014-06-22 09:46:43,2014-07-07 09:46:43,75,7,41,926
1251,421,4,2024-03-03 23:47:37,2024-03-25 23:47:37,12,10,1,643
1252,246,6,2023-06-02 07:51:20,2023-06-23 07:51:20,32,8,6,439
1253,6,10,2022-01-01 05:40:33,2022-01-16 05:40:33,193,5,18,112
1254,282,10,2016-11-07 09:20:12,2016-11-27 09:20:12,117,10,44,823
1255,103,8,2014-09-02 03:03:32,2014-09-30 03:03:32,29,10,58,245
1256,80,1,2011-03-24 11:58:35,2011-04-20 11:58:35,73,8,11,625
1257,228,5,2012-10-24 01:27:26,2012-11-09 01:27:26,64,26,12,184
1258,218,7,2022-07-05 13:39:10,2022-07-25 13:39:10,90,13,6,180
1259,104,7,2019-02-15 10:25:54,2019-03-04 10:25:54,23,29,53,992
1260,174,9,2020-05-13 11:09:27,2020-06-01 11:09:27,6,14,98,150
1261,233,6,2022-01-23 07:48:43,2022-02-10 07:48:43,85,11,20,432
1262,482,3,2018-03-21 15:07:26,2018-04-11 15:07:26,14,22,31,415
1263,457,8,2012-11-19 19:57:21,2012-12-13 19:57:21,192,2,19,466
1264,161,2,2015-05-24 18:53:26,2015-06-18 18:53:26,2,1,46,926
1265,433,7,2019-05-13 20:30:05,2019-06-07 20:30:05,141,16,6,437
1266,2,6,2014-09-05 03:53:12,2014-09-28 03:53:12,119,3,99,73
1267,43,9,2014-03-08 05:06:21,2014-03-24 05:06:21,24,28,50,465
1268,353,10,2023-02-23 13:13:19,2023-03-22 13:13:19,52,26,24,996
1269,187,4,2013-10-22 12:06:09,2013-11-08 12:06:09,148,26,30,779
1270,471,4,2020-01-10 02:48:59,2020-02-04 02:48:59,5,21,48,280
1271,145,10,2023-10-16 19:19:20,2023-11-07 19:19:20,180,11,11,892
1272,215,6,2023-03-18 18:48:25,2023-04-14 18:48:25,122,27,8,918
1273,298,5,2014-09-30 14:48:31,2014-10-21 14:48:31,49,5,14,724
1274,117,1,2011-09-16 22:52:55,2011-10-08 22:52:55,38,9,23,406
1275,136,7,2016-11-09 15:54:06,2016-12-03 15:54:06,192,17,101,343
1276,476,6,2016-09-28 11:54:47,2016-10-22 11:54:47,190,4,74,26
1277,370,1,2017-03-27 17:56:41,2017-04-12 17:56:41,78,3,100,669
1278,34,6,2015-03-26 03:27:03,2015-04-23 03:27:03,182,10,70,517
1279,399,6,2011-05-15 23:33:15,2011-05-29 23:33:15,26,2,78,227
1280,146,7,2015-12-06 10:53:09,2015-12-23 10:53:09,199,12,93,254
1281,214,4,2016-11-23 09:32:05,2016-12-10 09:32:05,196,8,1,324
1282,363,6,2014-02-02 23:57:17,2014-02-23 23:57:17,180,10,25,477
1283,446,1,2012-12-11 09:48:30,2013-01-05 09:48:30,1,19,70,922
1284,62,7,2013-04-02 21:04:00,2013-04-20 21:04:00,198,9,30,462
1285,230,1,2011-08-27 07:02:29,2011-09-24 07:02:29,164,21,19,99
1286,237,1,2016-02-04 20:53:56,2016-03-01 20:53:56,192,9,57,63
1287,420,3,2019-10-24 10:45:34,2019-11-08 10:45:34,88,23,90,895
1288,87,9,2019-08-07 01:35:00,2019-08-30 01:35:00,175,27,29,884
1289,472,10,2018-08-02 11:31:08,2018-08-19 11:31:08,191,16,12,460
1290,431,9,2024-02-21 16:57:20,2024-03-16 16:57:20,96,13,68,112
1291,194,10,2016-10-13 15:05:05,2016-11-03 15:05:05,114,12,5,364
1292,49,8,2020-02-02 16:09:51,2020-02-25 16:09:51,190,8,89,793
1293,123,1,2018-02-19 22:26:10,2018-03-14 22:26:10,196,23,9,59
1294,178,6,2021-08-04 18:38:47,2021-08-28 18:38:47,151,3,100,388
1295,394,9,2018-02-03 06:55:55,2018-02-26 06:55:55,49,8,92,667
1296,250,10,2014-11-11 19:46:20,2014-11-26 19:46:20,55,29,49,295
1297,256,1,2020-03-09 22:32:16,2020-04-02 22:32:16,133,20,92,837
1298,371,5,2017-12-27 09:12:03,2018-01-14 09:12:03,12,13,45,722
1299,411,5,2019-09-15 05:12:49,2019-10-10 05:12:49,91,27,20,758
1300,293,4,2020-05-08 12:57:12,2020-05-27 12:57:12,95,15,3,680
1301,437,7,2023-06-10 21:40:59,2023-07-01 21:40:59,95,1,74,268
1302,93,1,2011-04-21 11:33:40,2011-05-11 11:33:40,121,18,83,329
1303,76,3,2015-08-28 02:57:01,2015-09-17 02:57:01,116,4,75,678
1304,82,7,2016-05-06 05:44:26,2016-06-02 05:44:26,7,25,17,955
1305,324,7,2014-12-11 12:50:04,2015-01-07 12:50:04,190,27,9,125
1306,224,9,2016-07-17 14:51:31,2016-08-08 14:51:31,6,24,16,28
1307,454,4,2021-07-04 13:59:17,2021-07-27 13:59:17,112,27,1,602
1308,35,10,2011-03-30 04:33:02,2011-04-23 04:33:02,72,28,74,4
1309,285,2,2011-09-25 11:31:48,2011-10-22 11:31:48,168,15,7,51
1310,101,3,2022-07-09 18:44:05,2022-08-05 18:44:05,128,23,52,683
1311,271,1,2013-08-24 21:06:24,2013-09-09 21:06:24,89,30,86,683
1312,269,8,2019-08-02 22:00:21,2019-08-27 22:00:21,120,27,63,872
1313,402,1,2012-11-29 23:43:08,2012-12-20 23:43:08,22,9,86,603
1314,69,7,2015-03-05 02:24:28,2015-03-26 02:24:28,130,5,13,108
1315,172,7,2020-05-29 06:24:50,2020-06-21 06:24:50,166,21,99,753
1316,466,7,2016-07-31 22:17:21,2016-08-23 22:17:21,79,14,4,988
1317,231,4,2021-05-31 09:42:03,2021-06-21 09:42:03,163,11,77,371
1318,357,10,2014-12-22 02:16:00,2015-01-11 02:16:00,176,4,76,838
1319,77,1,2010-09-27 16:37:14,2010-10-13 16:37:14,91,28,16,995
1320,189,7,2015-02-07 14:28:37,2015-02-24 14:28:37,62,28,94,854
1321,479,8,2014-09-02 18:58:52,2014-09-25 18:58:52,73,24,68,802
1322,313,3,2010-11-22 05:01:41,2010-12-16 05:01:41,91,2,7,508
1323,55,7,2012-05-24 00:41:34,2012-06-12 00:41:34,120,24,35,901
1324,370,9,2022-09-04 23:42:05,2022-09-30 23:42:05,107,21,61,194
1325,278,2,2020-06-08 05:42:29,2020-06-27 05:42:29,142,5,94,116
1326,373,8,2013-09-01 14:06:29,2013-09-22 14:06:29,68,17,58,967
1327,256,8,2011-09-07 07:40:05,2011-09-25 07:40:05,156,8,48,885
1328,476,10,2015-08-21 06:32:48,2015-09-13 06:32:48,171,22,43,671
1329,158,4,2011-01-29 19:12:31,2011-02-20 19:12:31,138,8,48,396
1330,297,10,2020-02-19 22:20:17,2020-03-13 22:20:17,121,25,16,182
1331,75,1,2015-07-06 02:27:03,2015-07-25 02:27:03,21,20,26,64
1332,195,5,2021-11-19 22:53:16,2021-12-14 22:53:16,110,21,74,127
1333,196,8,2020-09-04 12:38:07,2020-09-20 12:38:07,29,19,12,583
1334,493,10,2011-11-28 16:53:09,2011-12-18 16:53:09,148,7,27,379
1335,348,1,2023-03-18 17:42:30,2023-04-04 17:42:30,55,21,10,252
1336,285,8,2011-11-07 18:06:13,2011-12-03 18:06:13,143,7,6,329
1337,202,9,2020-05-04 05:45:52,2020-05-28 05:45:52,34,17,95,742
1338,245,6,2020-05-21 08:20:53,2020-06-16 08:20:53,60,8,43,864
1339,92,7,2013-05-22 17:22:55,2013-06-10 17:22:55,177,6,7,140
1340,346,5,2024-03-08 08:26:36,2024-03-31 08:26:36,199,18,63,260
1341,259,2,2022-05-04 02:22:31,2022-05-25 02:22:31,30,6,72,162
1342,303,10,2020-06-28 09:20:11,2020-07-18 09:20:11,51,10,96,378
1343,232,4,2018-07-10 18:30:43,2018-07-25 18:30:43,147,6,17,141
1344,114,2,2022-10-26 22:27:25,2022-11-18 22:27:25,113,21,59,523
1345,172,1,2022-06-20 02:37:46,2022-07-10 02:37:46,63,19,84,284
1346,370,8,2018-07-14 06:02:15,2018-08-07 06:02:15,96,27,98,660
1347,29,6,2021-06-17 07:42:14,2021-07-11 07:42:14,84,16,89,677
1348,372,8,2014-03-29 15:41:32,2014-04-19 15:41:32,200,28,73,81
1349,154,4,2022-04-11 15:24:49,2022-05-02 15:24:49,19,30,17,686
1350,109,5,2017-10-12 09:27:16,2017-10-30 09:27:16,165,11,27,359
1351,258,2,2013-12-31 13:45:49,2014-01-17 13:45:49,18,23,43,507
1352,17,10,2012-02-25 11:06:25,2012-03-15 11:06:25,37,29,59,162
1353,317,5,2016-05-04 21:10:20,2016-05-18 21:10:20,132,2,94,807
1354,195,10,2017-05-18 21:52:48,2017-06-04 21:52:48,180,28,48,462
1355,181,7,2013-04-20 09:43:57,2013-05-14 09:43:57,48,29,79,263
1356,103,10,2019-04-28 11:13:33,2019-05-15 11:13:33,26,14,69,387
1357,424,8,2021-10-20 12:21:08,2021-11-17 12:21:08,2,26,67,550
1358,167,1,2011-09-10 10:58:59,2011-09-29 10:58:59,103,19,98,279
1359,397,10,2024-08-12 04:51:57,2024-08-29 04:51:57,165,30,35,273
1360,55,1,2023-11-26 22:59:32,2023-12-22 22:59:32,184,3,3,308
1361,440,8,2017-11-18 18:14:44,2017-12-04 18:14:44,200,24,76,486
1362,319,4,2017-04-27 15:40:20,2017-05-15 15:40:20,90,9,75,154
1363,472,1,2013-03-16 05:18:10,2013-03-31 05:18:10,28,28,68,819
1364,259,9,2013-02-17 06:57:02,2013-03-04 06:57:02,164,20,54,626
1365,481,10,2018-07-25 22:45:12,2018-08-22 22:45:12,165,4,28,983
1366,391,10,2016-10-13 04:13:25,2016-10-29 04:13:25,63,12,58,995
1367,108,9,2011-08-18 18:13:58,2011-09-06 18:13:58,79,26,65,910
1368,40,2,2016-12-27 01:08:00,2017-01-20 01:08:00,23,11,92,512
1369,438,4,2012-03-12 16:10:24,2012-03-26 16:10:24,77,15,48,406
1370,330,2,2017-12-07 18:37:35,2017-12-21 18:37:35,106,10,88,166
1371,96,5,2021-10-03 03:22:22,2021-10-23 03:22:22,86,30,42,291
1372,84,1,2014-09-20 23:53:07,2014-10-10 23:53:07,46,4,30,350
1373,129,7,2023-11-28 05:10:28,2023-12-23 05:10:28,160,23,90,174
1374,340,4,2014-11-19 15:15:16,2014-12-05 15:15:16,146,10,1,502
1375,441,2,2010-10-06 18:36:58,2010-11-02 18:36:58,193,15,32,683
1376,118,5,2019-11-22 23:46:10,2019-12-10 23:46:10,99,13,8,941
1377,320,6,2013-03-10 15:42:37,2013-04-05 15:42:37,67,16,88,51
1378,339,1,2013-09-10 17:11:17,2013-10-05 17:11:17,107,2,102,811
1379,475,10,2018-12-09 04:43:37,2018-12-26 04:43:37,135,28,10,53
1380,296,6,2011-03-09 09:05:32,2011-03-30 09:05:32,28,13,25,346
1381,39,5,2020-01-26 00:57:45,2020-02-11 00:57:45,162,25,95,88
1382,91,1,2022-08-17 10:59:39,2022-09-11 10:59:39,44,6,38,649
1383,250,6,2018-04-29 19:13:24,2018-05-14 19:13:24,103,3,50,527
1384,464,10,2019-03-24 02:20:30,2019-04-07 02:20:30,87,14,33,681
1385,44,9,2016-03-16 11:38:48,2016-04-12 11:38:48,188,30,43,277
1386,99,4,2023-01-31 07:23:43,2023-02-15 07:23:43,173,7,56,402
1387,375,1,2020-10-29 05:42:42,2020-11-17 05:42:42,36,17,44,963
1388,410,2,2018-03-08 04:05:30,2018-03-31 04:05:30,85,29,56,714
1389,451,6,2024-09-08 01:37:28,2024-10-04 01:37:28,142,4,57,663
1390,51,6,2012-02-23 01:59:46,2012-03-17 01:59:46,187,16,71,175
1391,31,6,2019-02-20 14:05:28,2019-03-15 14:05:28,46,24,39,607
1392,88,2,2012-07-20 12:07:45,2012-08-05 12:07:45,150,28,15,659
1393,53,5,2024-01-01 07:45:19,2024-01-25 07:45:19,41,19,75,933
1394,139,9,2018-09-15 01:42:09,2018-10-08 01:42:09,29,10,15,292
1395,385,2,2018-07-23 17:48:36,2018-08-06 17:48:36,56,27,66,985
1396,356,7,2016-12-13 15:31:18,2017-01-01 15:31:18,148,19,25,595
1397,146,3,2018-03-16 10:36:54,2018-03-31 10:36:54,106,11,20,6
1398,62,3,2013-01-14 07:51:30,2013-02-11 07:51:30,182,1,14,462
1399,456,1,2012-01-14 07:16:53,2012-02-01 07:16:53,39,2,80,924
1400,332,5,2023-02-13 15:36:42,2023-03-07 15:36:42,180,10,56,634
1401,263,9,2023-01-15 05:05:13,2023-02-06 05:05:13,101,13,47,640
1402,279,2,2021-11-22 23:24:56,2021-12-10 23:24:56,177,18,19,475
1403,482,10,2013-12-17 12:22:57,2014-01-02 12:22:57,32,8,85,395
1404,455,6,2020-02-18 11:07:53,2020-03-10 11:07:53,156,4,54,320
1405,356,10,2022-01-07 08:52:08,2022-01-25 08:52:08,32,30,41,196
1406,77,2,2020-04-28 08:21:04,2020-05-24 08:21:04,144,21,4,914
1407,51,4,2018-05-07 00:27:29,2018-05-22 00:27:29,16,17,41,904
1408,112,2,2017-01-10 11:36:40,2017-01-26 11:36:40,92,13,69,786
1409,455,4,2017-12-05 11:20:41,2017-12-21 11:20:41,75,6,70,257
1410,367,1,2016-08-06 18:24:06,2016-09-03 18:24:06,187,5,19,903
1411,449,5,2011-06-21 14:08:43,2011-07-16 14:08:43,102,6,51,489
1412,42,4,2011-06-03 05:54:19,2011-06-30 05:54:19,200,6,2,143
1413,127,5,2011-10-27 01:37:19,2011-11-15 01:37:19,41,8,69,435
1414,410,1,2015-09-04 06:50:51,2015-09-25 06:50:51,115,16,50,31
1415,396,3,2021-01-27 20:07:55,2021-02-14 20:07:55,159,30,94,203
1416,325,10,2014-09-23 21:49:07,2014-10-17 21:49:07,193,18,64,656
1417,466,7,2011-08-01 05:32:14,2011-08-26 05:32:14,182,13,61,310
1418,498,9,2024-07-19 22:14:22,2024-08-02 22:14:22,180,29,64,499
1419,69,2,2014-09-07 06:34:44,2014-10-04 06:34:44,11,15,84,347
1420,407,5,2013-04-02 15:07:00,2013-04-18 15:07:00,177,2,3,247
1421,112,1,2019-04-07 14:28:29,2019-05-04 14:28:29,95,28,10,20
1422,345,10,2017-07-25 19:33:20,2017-08-19 19:33:20,183,28,64,990
1423,75,5,2014-06-19 18:35:21,2014-07-17 18:35:21,119,26,18,353
1424,94,7,2012-01-20 07:05:42,2012-02-07 07:05:42,89,10,9,448
1425,416,9,2014-03-23 09:30:41,2014-04-17 09:30:41,152,22,27,608
1426,249,7,2019-09-18 06:00:34,2019-10-04 06:00:34,193,24,97,727
1427,120,10,2013-05-10 06:37:47,2013-06-04 06:37:47,142,11,90,190
1428,285,2,2023-06-05 16:43:11,2023-06-22 16:43:11,142,6,102,951
1429,296,4,2022-11-02 07:48:50,2022-11-24 07:48:50,98,21,25,994
1430,321,3,2023-05-20 00:34:50,2023-06-13 00:34:50,199,27,59,563
1431,219,9,2011-03-09 04:34:24,2011-04-02 04:34:24,6,16,95,941
1432,141,3,2017-07-27 12:35:57,2017-08-10 12:35:57,167,29,30,361
1433,469,8,2013-03-11 13:31:27,2013-04-08 13:31:27,198,21,30,81
1434,315,10,2016-12-07 11:55:22,2016-12-29 11:55:22,95,19,31,73
1435,42,7,2019-05-30 07:05:32,2019-06-26 07:05:32,175,19,76,192
1436,42,4,2017-03-03 22:09:51,2017-03-27 22:09:51,82,8,40,725
1437,369,1,2020-03-23 07:39:28,2020-04-13 07:39:28,89,1,61,876
1438,2,8,2015-06-25 19:52:05,2015-07-19 19:52:05,123,12,1,741
1439,283,5,2018-12-05 02:18:21,2018-12-27 02:18:21,145,10,85,592
1440,314,7,2022-10-29 08:14:01,2022-11-21 08:14:01,51,26,45,468
1441,259,7,2023-02-20 13:05:14,2023-03-12 13:05:14,181,14,17,788
1442,122,9,2023-03-19 21:13:23,2023-04-03 21:13:23,3,26,42,934
1443,184,2,2019-08-15 10:27:45,2019-09-07 10:27:45,157,25,33,566
1444,379,6,2016-01-14 18:11:54,2016-02-01 18:11:54,72,24,22,167
1445,190,10,2019-09-11 15:26:14,2019-10-09 15:26:14,86,11,13,201
1446,434,4,2019-08-14 03:32:43,2019-09-10 03:32:43,182,2,96,336
1447,35,6,2017-06-19 21:07:27,2017-07-12 21:07:27,76,4,75,424
1448,338,6,2024-08-28 08:58:44,2024-09-14 08:58:44,29,30,96,721
1449,470,2,2013-06-17 18:52:53,2013-07-15 18:52:53,7,20,53,510
1450,176,2,2011-05-10 20:32:28,2011-05-28 20:32:28,173,8,55,235
1451,388,6,2013-04-10 12:43:47,2013-04-30 12:43:47,188,20,2,966
1452,172,1,2023-02-09 04:21:51,2023-03-08 04:21:51,65,3,63,244
1453,453,3,2014-02-05 09:26:55,2014-02-26 09:26:55,37,8,34,138
1454,444,8,2017-01-12 11:19:57,2017-02-01 11:19:57,129,26,60,890
1455,364,4,2017-02-03 12:15:18,2017-02-17 12:15:18,174,6,28,649
1456,280,2,2011-01-15 23:24:17,2011-02-11 23:24:17,36,17,11,452
1457,455,9,2021-01-14 06:34:55,2021-01-29 06:34:55,160,21,93,584
1458,118,6,2020-08-23 03:02:17,2020-09-18 03:02:17,79,22,57,760
1459,437,6,2011-12-22 06:51:46,2012-01-15 06:51:46,36,27,16,73
1460,83,8,2018-07-22 05:46:46,2018-08-19 05:46:46,192,11,75,434
1461,388,8,2020-01-02 11:24:54,2020-01-19 11:24:54,56,3,12,314
1462,431,4,2018-01-11 12:53:45,2018-02-03 12:53:45,62,4,3,548
1463,207,3,2021-01-21 11:50:18,2021-02-12 11:50:18,62,2,56,750
1464,172,10,2011-03-13 00:02:03,2011-04-08 00:02:03,67,22,4,28
1465,417,9,2012-11-13 20:10:20,2012-11-30 20:10:20,25,17,3,250
1466,214,5,2014-11-01 02:44:33,2014-11-26 02:44:33,141,12,92,95
1467,20,1,2015-04-29 10:16:33,2015-05-23 10:16:33,34,3,65,157
1468,39,5,2018-07-27 01:37:43,2018-08-14 01:37:43,7,18,12,459
1469,69,9,2010-11-01 16:55:19,2010-11-15 16:55:19,68,14,9,435
1470,282,8,2020-07-13 00:36:40,2020-08-06 00:36:40,137,15,83,812
1471,99,3,2017-11-16 05:50:54,2017-12-10 05:50:54,195,3,37,582
1472,294,8,2018-07-15 20:25:08,2018-08-07 20:25:08,3,7,86,132
