LogisticsID,SalesOrderID,ProductID,PlantID,WarehouseID,EmployeeID,CustomerID,QuantityShippedIn,QuantityShippedOut,ShippingInDatetime,ShippingOutDatetime,DeliveryMethod,DeliveryStatusID,DeliveryDatetime,ClosingDatetime
1985,5347,165,4,10,43,169,994,354,2016-12-24 02:12:48,2017-02-03 02:12:48,Sea,5,2017-02-15 02:12:48,
1986,4958,345,3,7,25,938,887,207,2018-12-14 17:13:35,2019-01-14 17:13:35,Sea,4,2019-01-20 17:13:35,
1987,6164,498,8,7,40,610,624,24,2020-07-30 13:33:34,2020-09-06 13:33:34,Sea,3,2020-09-19 13:33:34,2020-09-22 13:33:34
1988,561,261,9,2,89,489,966,269,2019-03-16 13:29:19,2019-05-10 13:29:19,Sea,4,2019-05-23 13:29:19,
1989,8864,227,9,10,22,700,534,145,2023-04-10 16:03:20,2023-06-09 16:03:20,Air,1,2023-06-13 16:03:20,
1990,7030,336,9,8,34,531,806,369,2020-10-25 00:34:28,2020-12-04 00:34:28,Air,3,2020-12-14 00:34:28,2021-01-03 00:34:28
1991,9415,144,10,1,91,405,19,31,2022-08-14 16:27:10,2022-10-12 16:27:10,Air,1,2022-10-24 16:27:10,
1992,9852,242,7,9,91,430,375,251,2021-06-30 05:57:01,2021-08-23 05:57:01,Land,1,2021-09-06 05:57:01,
1993,9457,229,6,1,30,615,549,749,2021-01-06 09:23:18,2021-02-28 09:23:18,Air,2,2021-03-06 09:23:18,
1994,9821,106,3,8,60,220,123,344,2018-07-17 05:27:36,2018-09-14 05:27:36,Sea,2,2018-09-19 05:27:36,
1995,2495,319,5,2,25,635,111,157,2018-04-05 23:10:45,2018-05-10 23:10:45,Sea,5,2018-05-22 23:10:45,
1996,4963,66,10,1,69,942,683,830,2011-03-15 13:58:07,2011-05-14 13:58:07,Air,3,2011-05-19 13:58:07,2011-05-27 13:58:07
1997,8867,191,4,10,83,267,356,53,2022-06-29 07:00:24,2022-07-29 07:00:24,Air,5,2022-07-31 07:00:24,
1998,4211,171,4,4,71,540,194,220,2019-11-18 07:36:10,2020-01-08 07:36:10,Land,2,2020-01-16 07:36:10,
1999,4443,366,3,10,74,519,432,759,2016-06-11 16:29:38,2016-08-10 16:29:38,Air,5,2016-08-14 16:29:38,
2000,206,436,7,1,5,623,20,995,2020-03-03 17:14:37,2020-04-21 17:14:37,Land,4,2020-04-23 17:14:37,
2001,796,180,5,6,52,475,147,683,2011-07-30 04:33:27,2011-09-10 04:33:27,Sea,1,2011-09-21 04:33:27,
2002,8274,465,4,7,68,661,318,19,2012-08-08 04:16:39,2012-09-20 04:16:39,Land,4,2012-10-01 04:16:39,
2003,4278,80,5,6,82,806,191,554,2011-04-12 20:01:01,2011-06-04 20:01:01,Land,3,2011-06-07 20:01:01,2011-06-09 20:01:01
2004,1212,134,8,9,6,312,440,719,2019-11-20 22:44:56,2020-01-17 22:44:56,Land,1,2020-01-25 22:44:56,
2005,6640,89,2,10,9,560,716,371,2017-04-13 20:17:47,2017-05-21 20:17:47,Land,1,2017-05-29 20:17:47,
2006,3187,119,6,1,89,26,511,820,2014-06-02 13:45:58,2014-07-15 13:45:58,Land,3,2014-07-22 13:45:58,2014-08-17 13:45:58
2007,9838,313,2,7,34,123,795,264,2024-07-24 02:22:58,2024-08-31 02:22:58,Sea,4,2024-09-13 02:22:58,
2008,4621,66,4,3,81,123,501,861,2024-01-22 18:10:33,2024-02-23 18:10:33,Land,2,2024-03-03 18:10:33,
2009,97,23,3,2,102,996,135,659,2011-08-13 15:07:17,2011-09-30 15:07:17,Sea,5,2011-10-11 15:07:17,
2010,3235,236,2,10,47,133,70,396,2020-01-20 01:09:53,2020-02-29 01:09:53,Land,3,2020-03-13 01:09:53,2020-04-05 01:09:53
2011,2615,477,1,10,5,820,822,229,2014-02-07 08:13:37,2014-03-26 08:13:37,Sea,4,2014-04-09 08:13:37,
2012,7905,304,9,2,83,516,619,975,2015-02-07 23:50:34,2015-03-30 23:50:34,Land,2,2015-04-12 23:50:34,
2013,7240,474,3,4,43,771,294,43,2017-06-30 21:10:05,2017-08-25 21:10:05,Air,5,2017-09-01 21:10:05,
2014,7980,248,8,8,54,924,637,139,2016-04-03 14:15:19,2016-05-22 14:15:19,Land,3,2016-05-23 14:15:19,2016-05-24 14:15:19
2015,2230,128,8,6,37,793,69,844,2019-08-03 04:23:16,2019-09-03 04:23:16,Air,2,2019-09-09 04:23:16,
2016,4203,45,4,5,95,161,250,844,2019-01-24 14:31:30,2019-03-25 14:31:30,Land,5,2019-03-26 14:31:30,
2017,2057,465,8,4,20,173,913,611,2021-07-14 20:57:56,2021-08-28 20:57:56,Air,1,2021-09-02 20:57:56,
2018,1951,99,10,9,87,701,562,812,2013-07-24 10:26:01,2013-08-28 10:26:01,Sea,4,2013-08-31 10:26:01,
2019,428,16,6,10,75,34,47,991,2021-01-27 15:15:54,2021-03-27 15:15:54,Sea,2,2021-03-28 15:15:54,
2020,4165,237,9,7,87,929,826,972,2011-01-05 22:21:09,2011-02-19 22:21:09,Land,5,2011-03-02 22:21:09,
2021,2600,19,4,1,82,10,487,275,2020-07-01 10:02:00,2020-08-28 10:02:00,Land,2,2020-09-02 10:02:00,
2022,5409,284,2,1,77,552,629,664,2019-07-16 11:31:52,2019-09-01 11:31:52,Land,2,2019-09-15 11:31:52,
2023,8228,337,1,2,33,703,248,730,2014-10-17 06:09:49,2014-11-20 06:09:49,Sea,5,2014-11-25 06:09:49,
2024,3847,69,5,9,26,339,165,809,2016-08-25 09:56:08,2016-09-28 09:56:08,Sea,5,2016-10-09 09:56:08,
2025,7823,82,4,1,54,757,417,752,2020-03-17 11:53:54,2020-04-29 11:53:54,Land,2,2020-05-04 11:53:54,
2026,8567,388,5,5,75,552,736,834,2014-02-15 14:52:13,2014-04-16 14:52:13,Air,3,2014-04-25 14:52:13,2014-05-10 14:52:13
2027,9592,149,9,9,7,103,182,420,2011-01-02 01:27:07,2011-02-13 01:27:07,Land,1,2011-02-27 01:27:07,
2028,3421,432,7,3,64,902,945,121,2016-11-17 01:49:41,2017-01-15 01:49:41,Land,2,2017-01-26 01:49:41,
2029,7625,391,8,7,42,958,721,90,2019-12-11 13:54:53,2020-02-06 13:54:53,Sea,4,2020-02-07 13:54:53,
2030,2660,419,10,8,85,920,356,926,2020-01-22 22:51:42,2020-02-24 22:51:42,Air,4,2020-03-01 22:51:42,
2031,4078,328,6,8,26,305,298,984,2013-05-13 02:05:36,2013-06-23 02:05:36,Sea,5,2013-07-03 02:05:36,
2032,1523,427,8,5,81,330,78,577,2017-05-31 11:14:34,2017-07-02 11:14:34,Air,1,2017-07-11 11:14:34,
2033,5834,229,3,4,32,138,71,548,2012-09-09 06:05:22,2012-10-26 06:05:22,Land,4,2012-11-07 06:05:22,
2034,3089,373,4,6,37,781,273,667,2015-11-29 11:55:48,2016-01-06 11:55:48,Land,3,2016-01-09 11:55:48,2016-01-15 11:55:48
2035,3876,266,1,2,43,305,949,103,2022-06-29 09:32:39,2022-08-04 09:32:39,Land,2,2022-08-10 09:32:39,
2036,9206,52,3,7,23,25,307,378,2019-09-23 01:36:15,2019-11-06 01:36:15,Air,1,2019-11-19 01:36:15,
2037,9965,482,10,7,71,344,900,355,2015-07-16 02:23:00,2015-08-30 02:23:00,Air,3,2015-09-02 02:23:00,2015-09-30 02:23:00
2038,4326,218,1,10,7,588,148,59,2017-11-16 02:31:32,2018-01-06 02:31:32,Land,5,2018-01-18 02:31:32,
2039,8065,440,9,7,16,883,517,969,2014-05-28 01:42:50,2014-06-27 01:42:50,Sea,5,2014-07-04 01:42:50,
2040,4708,390,1,8,22,168,382,722,2019-07-09 16:00:54,2019-09-07 16:00:54,Sea,3,2019-09-10 16:00:54,2019-09-20 16:00:54
2041,6737,22,9,8,88,774,137,577,2017-08-03 07:45:03,2017-09-26 07:45:03,Sea,3,2017-09-30 07:45:03,2017-10-03 07:45:03
2042,1606,490,5,5,74,451,481,747,2020-09-11 18:01:01,2020-10-15 18:01:01,Air,1,2020-10-26 18:01:01,
2043,6578,331,5,2,100,951,870,523,2011-03-11 04:07:02,2011-04-20 04:07:02,Air,3,2011-05-04 04:07:02,2011-05-05 04:07:02
2044,488,218,7,1,60,481,759,634,2017-05-15 18:09:43,2017-07-09 18:09:43,Air,1,2017-07-13 18:09:43,
2045,7002,30,10,6,47,589,244,22,2015-05-30 15:17:54,2015-07-04 15:17:54,Sea,5,2015-07-08 15:17:54,
2046,9607,137,2,5,44,842,609,20,2019-03-22 23:33:39,2019-05-10 23:33:39,Air,1,2019-05-21 23:33:39,
2047,5211,29,2,6,51,443,18,962,2018-09-14 18:43:57,2018-11-13 18:43:57,Land,3,2018-11-19 18:43:57,2018-11-23 18:43:57
2048,4176,274,10,3,18,934,348,108,2016-10-21 22:48:08,2016-11-26 22:48:08,Sea,5,2016-12-03 22:48:08,
2049,1753,444,6,5,26,948,192,69,2019-06-11 21:46:30,2019-07-30 21:46:30,Land,5,2019-08-06 21:46:30,
2050,5018,496,8,2,18,178,331,490,2022-06-12 01:18:16,2022-08-07 01:18:16,Land,4,2022-08-12 01:18:16,
2051,6586,104,3,8,50,687,819,12,2012-12-11 08:14:42,2013-01-27 08:14:42,Sea,5,2013-02-02 08:14:42,
2052,7727,309,9,8,39,454,81,156,2020-08-02 13:05:10,2020-09-02 13:05:10,Air,3,2020-09-12 13:05:10,2020-10-08 13:05:10
2053,885,294,3,2,35,140,273,234,2018-10-21 18:26:06,2018-12-11 18:26:06,Sea,1,2018-12-19 18:26:06,
2054,233,117,10,8,69,285,984,218,2020-10-03 09:35:09,2020-11-03 09:35:09,Sea,1,2020-11-16 09:35:09,
2055,551,391,6,7,62,222,301,837,2021-03-16 05:28:41,2021-04-18 05:28:41,Sea,5,2021-04-21 05:28:41,
2056,6192,70,5,10,81,130,364,770,2023-07-18 02:56:00,2023-08-24 02:56:00,Sea,4,2023-09-06 02:56:00,
2057,9764,374,8,7,58,864,207,730,2017-08-10 14:26:02,2017-09-22 14:26:02,Land,5,2017-09-24 14:26:02,
2058,9953,215,7,2,87,211,233,869,2022-11-18 06:31:02,2023-01-06 06:31:02,Land,3,2023-01-15 06:31:02,2023-01-27 06:31:02
2059,4584,175,9,8,99,688,341,381,2024-03-30 16:50:18,2024-05-26 16:50:18,Land,2,2024-06-06 16:50:18,
2060,5622,195,5,2,15,317,757,685,2012-02-10 22:59:14,2012-03-19 22:59:14,Sea,5,2012-04-02 22:59:14,
2061,5061,487,7,7,24,591,112,296,2022-12-17 06:54:30,2023-02-15 06:54:30,Land,4,2023-03-01 06:54:30,
2062,8652,392,10,1,99,521,882,659,2012-02-12 18:58:39,2012-03-28 18:58:39,Land,5,2012-04-05 18:58:39,
2063,7227,256,2,9,11,932,66,311,2015-02-17 05:36:30,2015-04-08 05:36:30,Land,2,2015-04-16 05:36:30,
2064,8354,48,2,6,78,55,350,637,2012-09-28 08:54:03,2012-11-18 08:54:03,Land,4,2012-11-20 08:54:03,
2065,4431,162,2,7,67,236,677,957,2013-06-23 00:25:29,2013-07-31 00:25:29,Sea,4,2013-08-08 00:25:29,
2066,4071,128,2,2,57,7,682,136,2018-09-05 03:30:14,2018-10-07 03:30:14,Air,4,2018-10-18 03:30:14,
2067,5009,135,1,2,53,567,207,149,2010-11-24 17:10:40,2011-01-14 17:10:40,Air,2,2011-01-27 17:10:40,
2068,1418,173,8,4,49,732,115,574,2021-04-06 06:47:37,2021-06-04 06:47:37,Air,1,2021-06-07 06:47:37,
2069,3366,362,9,8,62,568,335,795,2016-11-10 22:33:18,2017-01-03 22:33:18,Sea,3,2017-01-07 22:33:18,2017-01-08 22:33:18
2070,7715,338,1,9,89,53,261,157,2021-04-01 13:16:58,2021-05-20 13:16:58,Sea,4,2021-05-23 13:16:58,
2071,1726,96,2,6,64,866,550,6,2021-05-03 12:51:51,2021-06-19 12:51:51,Air,2,2021-06-29 12:51:51,
2072,3384,87,7,3,59,651,229,8,2011-03-31 08:44:27,2011-05-23 08:44:27,Air,3,2011-05-31 08:44:27,2011-06-04 08:44:27
2073,3279,136,9,10,79,348,116,373,2019-01-14 05:22:51,2019-02-13 05:22:51,Air,5,2019-02-18 05:22:51,
2074,8928,282,9,3,22,36,927,582,2012-08-01 09:19:48,2012-09-16 09:19:48,Air,2,2012-09-25 09:19:48,
2075,7581,406,8,7,51,751,975,178,2020-01-18 23:21:46,2020-02-25 23:21:46,Air,4,2020-02-28 23:21:46,
2076,1064,399,7,10,6,162,96,448,2023-04-06 16:07:55,2023-06-01 16:07:55,Sea,1,2023-06-15 16:07:55,
2077,8846,449,8,1,22,849,286,624,2021-05-08 11:56:05,2021-06-18 11:56:05,Land,4,2021-06-21 11:56:05,
2078,2469,442,1,7,81,463,991,290,2015-05-18 09:09:28,2015-07-04 09:09:28,Air,3,2015-07-16 09:09:28,2015-08-06 09:09:28
2079,2711,64,3,5,62,358,214,377,2012-10-06 19:24:39,2012-11-23 19:24:39,Sea,4,2012-12-02 19:24:39,
2080,3983,361,10,10,77,783,57,73,2019-05-16 03:25:26,2019-06-18 03:25:26,Land,1,2019-06-23 03:25:26,
2081,7411,229,6,6,18,661,781,68,2023-07-05 13:27:21,2023-09-03 13:27:21,Land,5,2023-09-16 13:27:21,
2082,6898,100,4,10,80,286,917,219,2015-06-06 18:11:07,2015-07-10 18:11:07,Land,1,2015-07-16 18:11:07,
2083,4061,410,6,9,79,970,68,707,2024-03-31 02:26:03,2024-05-01 02:26:03,Sea,2,2024-05-08 02:26:03,
2084,938,247,6,10,26,900,350,84,2012-07-06 13:53:53,2012-08-27 13:53:53,Sea,1,2012-09-01 13:53:53,
2085,4117,31,6,10,8,969,175,792,2020-04-14 02:52:07,2020-06-13 02:52:07,Land,1,2020-06-24 02:52:07,
2086,7806,61,5,10,34,627,249,619,2015-01-06 10:00:05,2015-03-04 10:00:05,Land,1,2015-03-06 10:00:05,
2087,7234,42,7,7,73,536,446,771,2022-10-16 13:16:08,2022-12-10 13:16:08,Air,2,2022-12-19 13:16:08,
2088,5344,435,6,2,92,30,494,10,2012-09-01 14:34:53,2012-10-18 14:34:53,Air,4,2012-10-19 14:34:53,
2089,6087,83,8,7,65,567,639,135,2024-03-06 00:24:37,2024-04-07 00:24:37,Sea,4,2024-04-09 00:24:37,
2090,537,433,9,2,62,192,732,932,2021-05-21 13:10:04,2021-07-17 13:10:04,Land,4,2021-07-27 13:10:04,
2091,1411,21,1,1,90,380,663,474,2012-09-24 23:15:15,2012-10-24 23:15:15,Land,4,2012-11-04 23:15:15,
2092,3665,303,3,5,99,572,69,323,2023-05-06 00:07:14,2023-06-23 00:07:14,Sea,2,2023-06-24 00:07:14,
2093,2587,312,3,3,15,868,463,218,2018-01-04 08:38:52,2018-02-14 08:38:52,Land,4,2018-02-23 08:38:52,
2094,6063,47,3,5,85,30,192,719,2022-07-12 18:59:53,2022-08-14 18:59:53,Sea,1,2022-08-18 18:59:53,
2095,8311,35,6,9,67,157,739,996,2011-11-27 12:48:20,2012-01-01 12:48:20,Sea,4,2012-01-06 12:48:20,
2096,1270,262,10,10,16,310,4,53,2021-03-11 14:41:56,2021-04-15 14:41:56,Land,1,2021-04-25 14:41:56,
2097,6707,427,5,7,21,632,851,193,2013-11-03 23:03:58,2014-01-01 23:03:58,Land,1,2014-01-11 23:03:58,
2098,3915,273,8,1,84,192,644,552,2016-04-22 05:16:10,2016-06-08 05:16:10,Air,2,2016-06-19 05:16:10,
2099,3456,385,9,10,24,185,325,496,2021-12-11 06:31:43,2022-02-05 06:31:43,Land,5,2022-02-19 06:31:43,
2100,3666,37,7,5,55,928,690,104,2018-11-25 14:20:14,2018-12-30 14:20:14,Air,2,2019-01-11 14:20:14,
2101,4592,208,7,3,14,23,4,594,2016-09-06 22:36:35,2016-11-01 22:36:35,Land,4,2016-11-02 22:36:35,
2102,3270,142,8,9,76,734,502,384,2017-10-15 01:48:47,2017-12-09 01:48:47,Sea,4,2017-12-17 01:48:47,
2103,8497,190,4,5,62,876,512,17,2022-05-28 23:37:30,2022-07-27 23:37:30,Sea,3,2022-08-04 23:37:30,2022-08-24 23:37:30
2104,8452,42,8,6,85,164,68,446,2021-10-05 23:51:17,2021-11-30 23:51:17,Air,5,2021-12-12 23:51:17,
2105,8939,447,5,1,37,685,215,553,2016-10-21 05:29:28,2016-12-05 05:29:28,Sea,4,2016-12-06 05:29:28,
2106,6519,148,3,9,39,384,956,619,2011-09-26 19:37:14,2011-11-11 19:37:14,Land,1,2011-11-12 19:37:14,
2107,5560,19,4,8,79,514,638,552,2022-05-26 11:02:10,2022-06-26 11:02:10,Sea,3,2022-07-06 11:02:10,2022-07-14 11:02:10
2108,9572,457,4,6,92,460,734,942,2013-02-20 03:24:38,2013-04-20 03:24:38,Air,3,2013-05-04 03:24:38,2013-06-02 03:24:38
2109,4091,40,2,3,1,678,477,320,2016-05-03 08:14:43,2016-06-29 08:14:43,Sea,2,2016-07-08 08:14:43,
2110,257,93,7,2,7,755,376,47,2014-07-06 01:48:42,2014-08-27 01:48:42,Air,5,2014-09-07 01:48:42,
2111,7595,104,9,8,44,336,990,315,2020-05-27 12:10:10,2020-07-25 12:10:10,Land,4,2020-07-28 12:10:10,
2112,9301,211,2,3,88,733,988,626,2017-04-12 12:32:22,2017-05-23 12:32:22,Air,5,2017-05-29 12:32:22,
2113,8175,500,6,4,86,314,117,205,2015-11-14 00:13:39,2015-12-19 00:13:39,Air,1,2015-12-28 00:13:39,
2114,9143,375,5,6,102,714,370,831,2014-03-01 09:08:24,2014-04-12 09:08:24,Land,1,2014-04-16 09:08:24,
2115,904,155,1,8,57,949,633,260,2022-03-10 02:38:19,2022-04-13 02:38:19,Air,1,2022-04-19 02:38:19,
2116,6190,345,2,3,43,389,484,931,2017-08-24 16:21:48,2017-10-13 16:21:48,Sea,5,2017-10-20 16:21:48,
2117,202,132,8,3,51,254,577,887,2012-02-11 01:27:34,2012-03-14 01:27:34,Sea,1,2012-03-16 01:27:34,
2118,7019,374,6,10,19,95,880,679,2012-05-11 23:53:22,2012-07-02 23:53:22,Sea,4,2012-07-10 23:53:22,
2119,861,144,8,4,67,168,524,927,2014-11-24 09:43:31,2014-12-25 09:43:31,Air,2,2014-12-29 09:43:31,
2120,6489,363,3,4,65,319,310,504,2018-06-30 01:04:39,2018-08-28 01:04:39,Land,5,2018-09-01 01:04:39,
2121,3444,481,8,9,80,908,603,242,2013-12-03 05:36:55,2014-01-21 05:36:55,Land,3,2014-01-30 05:36:55,2014-02-23 05:36:55
2122,1059,19,10,5,79,750,842,30,2021-12-22 02:21:26,2022-02-20 02:21:26,Air,1,2022-02-27 02:21:26,
2123,6097,434,4,8,17,582,619,665,2014-01-05 17:48:59,2014-02-25 17:48:59,Sea,2,2014-03-06 17:48:59,
2124,7467,142,8,8,77,792,351,977,2017-09-07 23:48:53,2017-10-09 23:48:53,Sea,4,2017-10-22 23:48:53,
2125,1284,479,7,7,99,626,125,387,2014-09-18 21:50:15,2014-10-19 21:50:15,Land,3,2014-11-01 21:50:15,2014-11-29 21:50:15
2126,5466,202,1,7,96,774,768,310,2012-09-14 17:27:12,2012-10-16 17:27:12,Air,1,2012-10-27 17:27:12,
2127,1785,223,3,5,36,66,737,98,2020-12-20 05:40:21,2021-02-12 05:40:21,Air,1,2021-02-23 05:40:21,
2128,8002,269,4,9,42,874,254,495,2020-10-21 07:29:59,2020-12-09 07:29:59,Land,3,2020-12-12 07:29:59,2020-12-29 07:29:59
2129,4073,487,2,1,2,965,34,871,2021-07-27 18:05:00,2021-09-04 18:05:00,Sea,2,2021-09-11 18:05:00,
2130,580,54,1,8,19,161,118,626,2016-03-05 20:17:58,2016-04-14 20:17:58,Sea,4,2016-04-25 20:17:58,
2131,5573,179,3,10,34,800,828,919,2011-04-02 11:23:29,2011-05-29 11:23:29,Sea,3,2011-06-02 11:23:29,2011-06-10 11:23:29
2132,8982,3,7,6,84,775,755,20,2015-08-04 11:13:56,2015-09-08 11:13:56,Land,4,2015-09-12 11:13:56,
2133,3160,252,8,1,60,740,24,661,2020-09-15 13:25:24,2020-11-03 13:25:24,Land,3,2020-11-05 13:25:24,2020-11-10 13:25:24
2134,7996,374,7,8,20,893,385,140,2019-12-31 04:43:57,2020-02-10 04:43:57,Land,3,2020-02-12 04:43:57,2020-03-10 04:43:57
2135,309,374,10,7,52,73,998,810,2020-10-01 16:40:19,2020-11-13 16:40:19,Land,2,2020-11-26 16:40:19,
2136,4739,44,5,7,73,635,282,519,2010-12-21 11:03:57,2011-01-28 11:03:57,Sea,4,2011-02-06 11:03:57,
2137,7334,73,10,1,13,861,540,631,2012-07-23 09:26:58,2012-08-29 09:26:58,Air,2,2012-09-10 09:26:58,
2138,7688,302,10,3,8,456,697,85,2020-09-10 12:51:42,2020-10-31 12:51:42,Sea,3,2020-11-02 12:51:42,2020-11-05 12:51:42
2139,5890,54,6,2,11,620,76,304,2015-05-30 01:58:49,2015-07-28 01:58:49,Sea,3,2015-08-05 01:58:49,2015-08-16 01:58:49
2140,3043,217,4,4,75,251,662,796,2013-08-03 18:29:43,2013-09-12 18:29:43,Land,1,2013-09-14 18:29:43,
2141,7053,390,5,9,2,496,899,423,2020-01-01 23:02:44,2020-02-09 23:02:44,Air,4,2020-02-16 23:02:44,
2142,4595,151,4,9,46,24,551,480,2024-08-02 06:48:03,2024-09-25 06:48:03,Land,3,2024-10-01 06:48:03,2024-10-18 06:48:03
2143,4658,49,9,2,102,362,936,31,2020-04-27 11:02:56,2020-06-06 11:02:56,Land,3,2020-06-07 11:02:56,2020-06-26 11:02:56
2144,802,484,9,6,31,382,486,26,2022-06-08 21:17:18,2022-07-12 21:17:18,Sea,4,2022-07-18 21:17:18,
2145,9070,42,5,5,78,630,855,650,2018-02-11 10:19:05,2018-03-24 10:19:05,Sea,1,2018-03-27 10:19:05,
2146,3547,462,4,8,22,38,163,985,2020-06-19 09:38:01,2020-07-20 09:38:01,Land,3,2020-08-02 09:38:01,2020-08-07 09:38:01
2147,3144,116,1,10,6,515,819,687,2016-03-30 02:27:30,2016-05-29 02:27:30,Land,4,2016-06-07 02:27:30,
2148,8729,310,8,6,16,738,710,146,2018-07-08 10:34:15,2018-08-31 10:34:15,Land,2,2018-09-03 10:34:15,
2149,3083,430,7,7,48,132,35,879,2014-03-05 05:13:02,2014-04-26 05:13:02,Land,5,2014-05-08 05:13:02,
2150,2573,136,3,4,31,563,951,745,2018-10-27 23:59:43,2018-12-24 23:59:43,Air,3,2019-01-03 23:59:43,2019-01-23 23:59:43
2151,8561,431,3,1,54,41,93,53,2012-10-21 01:49:08,2012-12-10 01:49:08,Air,1,2012-12-16 01:49:08,
2152,3687,270,8,6,101,170,624,937,2012-12-07 23:14:43,2013-02-04 23:14:43,Sea,3,2013-02-17 23:14:43,2013-02-27 23:14:43
2153,5026,259,10,6,10,153,289,692,2024-07-24 13:19:35,2024-08-27 13:19:35,Sea,4,2024-09-10 13:19:35,
2154,9954,6,5,5,4,647,262,178,2018-05-05 07:49:07,2018-06-08 07:49:07,Sea,1,2018-06-10 07:49:07,
2155,3404,472,1,7,95,729,899,392,2013-10-30 23:34:17,2013-12-04 23:34:17,Land,4,2013-12-17 23:34:17,
2156,8919,381,5,1,77,140,220,826,2011-12-24 16:39:40,2012-02-11 16:39:40,Sea,3,2012-02-16 16:39:40,2012-02-18 16:39:40
2157,3668,238,4,6,70,313,544,440,2023-11-02 18:39:32,2023-12-20 18:39:32,Land,1,2023-12-25 18:39:32,
2158,3767,456,6,6,58,342,823,878,2010-12-12 23:46:43,2011-01-27 23:46:43,Land,3,2011-02-03 23:46:43,2011-03-02 23:46:43
2159,8023,476,1,4,23,883,355,584,2021-12-23 05:54:54,2022-02-02 05:54:54,Sea,1,2022-02-14 05:54:54,
2160,4961,454,6,10,71,742,478,989,2022-05-13 11:41:46,2022-06-25 11:41:46,Land,1,2022-06-29 11:41:46,
2161,6004,232,5,3,83,71,500,562,2012-06-18 22:34:28,2012-07-30 22:34:28,Air,4,2012-08-01 22:34:28,
2162,1988,246,4,1,87,483,120,649,2018-06-06 15:04:01,2018-07-29 15:04:01,Sea,2,2018-08-10 15:04:01,
2163,167,76,9,10,89,69,812,810,2018-09-18 10:55:38,2018-10-23 10:55:38,Air,5,2018-11-06 10:55:38,
2164,7087,83,8,3,66,426,456,914,2012-11-19 23:41:41,2013-01-15 23:41:41,Air,4,2013-01-26 23:41:41,
2165,4172,111,9,9,61,195,968,579,2020-07-26 14:38:23,2020-08-31 14:38:23,Air,5,2020-09-11 14:38:23,
2166,4806,271,5,8,52,199,832,243,2021-04-20 07:53:08,2021-06-01 07:53:08,Sea,2,2021-06-02 07:53:08,
2167,517,39,8,7,39,980,873,667,2017-07-27 20:44:49,2017-09-10 20:44:49,Air,5,2017-09-14 20:44:49,
2168,1163,498,10,8,16,639,173,409,2022-03-11 00:07:52,2022-05-07 00:07:52,Sea,5,2022-05-13 00:07:52,
2169,312,100,9,8,67,5,540,422,2015-02-20 07:40:36,2015-04-20 07:40:36,Air,1,2015-04-25 07:40:36,
2170,2900,141,9,2,59,310,155,391,2013-12-13 23:26:50,2014-01-15 23:26:50,Sea,3,2014-01-24 23:26:50,2014-02-02 23:26:50
2171,2996,93,9,9,2,669,197,566,2018-04-25 09:55:31,2018-06-13 09:55:31,Sea,2,2018-06-22 09:55:31,
2172,6594,42,1,8,69,287,676,154,2016-06-04 07:44:24,2016-07-22 07:44:24,Sea,1,2016-07-31 07:44:24,
2173,4106,313,10,5,2,225,127,455,2023-08-15 14:53:23,2023-09-21 14:53:23,Sea,2,2023-09-23 14:53:23,
2174,2577,214,7,1,68,926,197,192,2020-07-05 22:00:39,2020-08-19 22:00:39,Land,2,2020-08-25 22:00:39,
2175,6453,226,3,9,71,347,510,655,2020-11-30 15:56:04,2021-01-20 15:56:04,Land,3,2021-02-03 15:56:04,2021-03-03 15:56:04
2176,2120,335,3,4,63,593,438,168,2020-05-17 04:54:43,2020-06-24 04:54:43,Sea,1,2020-07-07 04:54:43,
2177,5955,97,9,10,52,468,308,689,2019-07-27 11:37:25,2019-09-25 11:37:25,Land,3,2019-10-05 11:37:25,2019-10-10 11:37:25
2178,6227,115,7,9,63,760,77,976,2022-02-09 03:44:37,2022-03-27 03:44:37,Sea,4,2022-04-08 03:44:37,
2179,2504,210,8,4,66,581,845,678,2015-06-08 08:49:31,2015-07-26 08:49:31,Land,5,2015-08-03 08:49:31,
2180,8642,106,2,9,99,772,226,649,2014-11-29 01:26:43,2015-01-16 01:26:43,Land,4,2015-01-28 01:26:43,
2181,7180,498,10,3,55,642,143,726,2013-08-01 03:47:24,2013-09-27 03:47:24,Sea,5,2013-10-10 03:47:24,
2182,8919,27,1,10,97,200,601,28,2024-03-03 21:23:33,2024-04-13 21:23:33,Sea,1,2024-04-27 21:23:33,
2183,5329,139,7,4,11,884,199,378,2021-07-06 07:42:18,2021-08-28 07:42:18,Sea,1,2021-09-04 07:42:18,
2184,4383,354,4,9,94,539,472,227,2012-06-12 10:22:44,2012-08-09 10:22:44,Air,5,2012-08-14 10:22:44,
2185,2425,415,5,4,25,747,8,910,2015-12-06 06:48:15,2016-01-21 06:48:15,Sea,2,2016-01-24 06:48:15,
2186,1370,288,1,6,22,452,427,450,2013-06-28 08:02:19,2013-08-25 08:02:19,Land,5,2013-09-03 08:02:19,
2187,784,33,6,10,25,524,312,959,2024-01-19 13:39:35,2024-02-24 13:39:35,Air,1,2024-03-04 13:39:35,
2188,179,54,10,4,95,764,515,63,2021-07-05 01:25:29,2021-09-01 01:25:29,Land,5,2021-09-04 01:25:29,
2189,209,481,7,2,27,424,382,147,2013-11-29 11:48:46,2014-01-14 11:48:46,Sea,4,2014-01-22 11:48:46,
