AllowanceID,EmployeeID,AllowanceType,Amount,AllowanceDate,Comment
2055,28,salary,2434.29,2016-04-15 00:31:15,
2056,28,training,5995.31,2016-07-01 00:31:15,
2057,28,salary,,2016-07-15 00:31:15,leave
2058,28,salary,2258.22,2016-09-30 00:31:15,
2059,28,annual bonus,7541.16,2016-12-15 00:31:15,
2060,28,salary,2381.74,2016-12-30 00:31:15,
2061,28,salary,1867.83,2017-06-30 00:31:15,
2062,28,training,4513.53,2017-07-01 00:31:15,
2063,28,salary,1581.11,2017-09-15 00:31:15,
2064,28,salary,2324.04,2017-12-15 00:31:15,
2065,28,annual bonus,6922.93,2017-12-15 00:31:15,
2066,28,salary,2469.25,2018-03-30 00:31:15,
2067,28,salary,2143.56,2018-06-15 00:31:15,
2068,28,training,7854.37,2018-07-01 00:31:15,
2069,28,salary,2455.74,2018-11-30 00:31:15,
2070,28,annual bonus,5666.73,2018-12-15 00:31:15,
2071,28,salary,1619.12,2019-02-15 00:31:15,
2072,28,salary,2122.64,2019-03-15 00:31:15,
2073,28,training,6805.98,2019-07-01 00:31:15,
2074,28,salary,2291.06,2019-08-30 00:31:15,
2075,28,salary,2403.27,2019-11-15 00:31:15,
2076,28,annual bonus,6004.24,2019-12-15 00:31:15,
2077,28,salary,1936.25,2020-05-15 00:31:15,
2078,28,training,5381.17,2020-07-01 00:31:15,
2079,28,salary,2008.56,2020-10-30 00:31:15,
2080,28,annual bonus,8249.78,2020-12-15 00:31:15,
2081,28,salary,2437.49,2021-01-15 00:31:15,
2082,28,salary,2041.47,2021-04-30 00:31:15,
2083,28,training,4461.62,2021-07-01 00:31:15,
2084,28,salary,1528.36,2021-07-30 00:31:15,
2085,28,salary,1855.96,2021-10-15 00:31:15,
2086,28,annual bonus,7086.97,2021-12-15 00:31:15,
2087,28,salary,2121.8,2022-04-15 00:31:15,
2088,28,training,5143.71,2022-07-01 00:31:15,
2089,28,salary,2270.95,2022-07-15 00:31:15,
2090,28,salary,,2022-09-30 00:31:15,sick
2091,28,annual bonus,5265.27,2022-12-15 00:31:15,
2092,28,salary,1084.91,2022-12-30 00:31:15,
2093,28,salary,2178.3,2023-06-30 00:31:15,
2094,28,training,6733.56,2023-07-01 00:31:15,
2095,28,salary,1219.64,2023-09-15 00:31:15,
2096,28,salary,2176.54,2023-12-15 00:31:15,
2097,28,annual bonus,7705.32,2023-12-15 00:31:15,
2098,28,salary,1538.02,2024-03-15 00:31:15,
2099,28,training,6464.44,2024-07-01 00:31:15,
2100,28,salary,2013.29,2024-08-30 00:31:15,
2101,29,salary,1336.46,2010-10-15 00:31:15,
2102,29,annual bonus,6944.04,2010-12-15 00:31:15,
2103,29,salary,1766.38,2011-04-15 00:31:15,
2104,29,training,6784.51,2011-07-01 00:31:15,
2105,29,salary,,2011-07-15 00:31:15,leave
2106,29,salary,1581.33,2011-09-30 00:31:15,
2107,29,annual bonus,9878.14,2011-12-15 00:31:15,
2108,29,salary,1468.98,2011-12-30 00:31:15,
2109,29,salary,1019.45,2012-03-30 00:31:15,
2110,29,salary,1930.84,2012-06-15 00:31:15,
2111,29,training,7480.47,2012-07-01 00:31:15,
2112,29,salary,2244.98,2012-11-30 00:31:15,
2113,29,annual bonus,8522.44,2012-12-15 00:31:15,
2114,29,salary,1971.45,2013-02-15 00:31:15,
2115,29,salary,1819.92,2013-03-15 00:31:15,
2116,29,training,7104.59,2013-07-01 00:31:15,
2117,29,salary,2446.43,2013-08-30 00:31:15,
2118,29,salary,1266.14,2013-11-15 00:31:15,
2119,29,annual bonus,5934.7,2013-12-15 00:31:15,
2120,29,salary,1260.69,2014-05-30 00:31:15,
2121,29,training,5508.79,2014-07-01 00:31:15,
2122,29,salary,1642.76,2014-08-15 00:31:15,
2123,29,annual bonus,5650.2,2014-12-15 00:31:15,
2124,29,salary,1875.98,2015-01-30 00:31:15,
2125,29,salary,1495.84,2015-05-15 00:31:15,
2126,29,training,4619.22,2015-07-01 00:31:15,
2127,29,salary,1230.56,2015-10-30 00:31:15,
2128,29,annual bonus,5254.23,2015-12-15 00:31:15,
2129,29,salary,2398.57,2016-01-15 00:31:15,
2130,29,salary,1992.84,2016-04-15 00:31:15,
2131,29,training,6290.71,2016-07-01 00:31:15,
2132,29,salary,1537.13,2016-07-15 00:31:15,
2133,29,salary,1476.79,2016-09-30 00:31:15,
2134,29,annual bonus,5919.16,2016-12-15 00:31:15,
2135,29,salary,1102.26,2016-12-30 00:31:15,
2136,29,salary,1623.9,2017-06-30 00:31:15,
2137,29,training,4367.78,2017-07-01 00:31:15,
2138,29,salary,1331.8,2017-09-15 00:31:15,
2139,29,salary,1497.83,2017-12-15 00:31:15,
2140,29,annual bonus,6092.01,2017-12-15 00:31:15,
2141,29,salary,2128.98,2018-03-30 00:31:15,
2142,29,salary,2494.95,2018-06-15 00:31:15,
2143,29,training,7924.53,2018-07-01 00:31:15,
2144,29,salary,1013.21,2018-11-30 00:31:15,
2145,29,annual bonus,7227.89,2018-12-15 00:31:15,
2146,29,salary,2356.74,2019-02-15 00:31:15,
2147,29,salary,1931.7,2019-03-15 00:31:15,
2148,29,training,6730.21,2019-07-01 00:31:15,
2149,29,salary,1481.41,2019-08-30 00:31:15,
2150,29,salary,2417.48,2019-11-15 00:31:15,
2151,29,annual bonus,7700.65,2019-12-15 00:31:15,
2152,29,salary,1424.24,2020-05-15 00:31:15,
2153,29,training,7288.44,2020-07-01 00:31:15,
2154,29,salary,1562.44,2020-10-30 00:31:15,
2155,29,annual bonus,7227.34,2020-12-15 00:31:15,
2156,29,salary,1065.78,2021-01-15 00:31:15,
2157,29,salary,1288.77,2021-04-30 00:31:15,
2158,29,training,7792.85,2021-07-01 00:31:15,
2159,29,salary,1251.09,2021-07-30 00:31:15,
2160,29,salary,,2021-10-15 00:31:15,sick
2161,29,annual bonus,6053.7,2021-12-15 00:31:15,
2162,29,salary,1944.27,2022-04-15 00:31:15,
2163,29,training,6741.62,2022-07-01 00:31:15,
2164,29,salary,2253.5,2022-07-15 00:31:15,
2165,29,salary,2243.12,2022-09-30 00:31:15,
2166,29,annual bonus,8706.13,2022-12-15 00:31:15,
2167,29,salary,1652.86,2022-12-30 00:31:15,
2168,29,salary,1108.18,2023-06-30 00:31:15,
2169,29,training,4095.01,2023-07-01 00:31:15,
2170,29,salary,,2023-09-15 00:31:15,sick
2171,29,salary,1081.4,2023-12-15 00:31:15,
2172,29,annual bonus,7789.86,2023-12-15 00:31:15,
2173,29,salary,1862.44,2024-03-15 00:31:15,
2174,29,training,5034.59,2024-07-01 00:31:15,
2175,29,salary,1582.05,2024-08-30 00:31:15,
2176,30,salary,,2010-10-15 00:31:15,sick
2177,30,annual bonus,7673.64,2010-12-15 00:31:15,
2178,30,salary,1962.13,2011-04-15 00:31:15,
2179,30,training,7023.84,2011-07-01 00:31:15,
2180,30,salary,1878.41,2011-07-15 00:31:15,
2181,30,salary,1108.88,2011-09-30 00:31:15,
2182,30,annual bonus,5530.57,2011-12-15 00:31:15,
2183,30,salary,2180.34,2011-12-30 00:31:15,
2184,30,salary,1129.76,2012-03-30 00:31:15,
2185,30,salary,1656.51,2012-06-15 00:31:15,
2186,30,training,6642.89,2012-07-01 00:31:15,
2187,30,salary,1710.98,2012-11-30 00:31:15,
2188,30,annual bonus,5681.77,2012-12-15 00:31:15,
2189,30,salary,1586.49,2013-02-15 00:31:15,
2190,30,salary,1818.59,2013-03-15 00:31:15,
2191,30,training,4576.3,2013-07-01 00:31:15,
2192,30,salary,2015.93,2013-08-30 00:31:15,
2193,30,salary,2192.53,2013-11-15 00:31:15,
2194,30,annual bonus,6865.28,2013-12-15 00:31:15,
2195,30,salary,2424.2,2014-05-30 00:31:15,
2196,30,training,6220.28,2014-07-01 00:31:15,
2197,30,salary,,2014-08-15 00:31:15,leave
2198,30,annual bonus,7685.22,2014-12-15 00:31:15,
2199,30,salary,2420.47,2015-01-30 00:31:15,
2200,30,salary,2122.44,2015-05-15 00:31:15,
2201,30,training,5375.41,2015-07-01 00:31:15,
2202,30,salary,1618.98,2015-10-30 00:31:15,
2203,30,annual bonus,7562.25,2015-12-15 00:31:15,
2204,30,salary,1241.43,2016-01-15 00:31:15,
2205,30,salary,2252.12,2016-04-15 00:31:15,
2206,30,training,4725.43,2016-07-01 00:31:15,
2207,30,salary,2199.49,2016-07-15 00:31:15,
2208,30,salary,2277.08,2016-09-30 00:31:15,
2209,30,annual bonus,9970.57,2016-12-15 00:31:15,
2210,30,salary,1691.9,2016-12-30 00:31:15,
2211,30,salary,1435.98,2017-06-30 00:31:15,
2212,30,training,4392.81,2017-07-01 00:31:15,
2213,30,salary,2088.38,2017-09-15 00:31:15,
2214,30,salary,1496.28,2017-12-15 00:31:15,
2215,30,annual bonus,8276.71,2017-12-15 00:31:15,
2216,30,salary,1150.07,2018-03-30 00:31:15,
2217,30,salary,2350.18,2018-06-15 00:31:15,
2218,30,training,5802.58,2018-07-01 00:31:15,
2219,30,salary,1924.51,2018-11-30 00:31:15,
2220,30,annual bonus,7920.27,2018-12-15 00:31:15,
2221,30,salary,1848.33,2019-02-15 00:31:15,
2222,30,salary,1474.5,2019-03-15 00:31:15,
2223,30,training,4019.33,2019-07-01 00:31:15,
2224,30,salary,1369.26,2019-08-30 00:31:15,
2225,30,salary,2109.72,2019-11-15 00:31:15,
2226,30,annual bonus,9199.71,2019-12-15 00:31:15,
2227,30,salary,1201.46,2020-05-15 00:31:15,
2228,30,training,7511.54,2020-07-01 00:31:15,
2229,30,salary,1694.27,2020-10-30 00:31:15,
2230,30,annual bonus,6527.05,2020-12-15 00:31:15,
2231,30,salary,1827.51,2021-01-15 00:31:15,
2232,30,salary,1909.94,2021-04-30 00:31:15,
2233,30,training,7434.85,2021-07-01 00:31:15,
2234,30,salary,1210,2021-07-30 00:31:15,
2235,30,salary,1394.85,2021-10-15 00:31:15,
2236,30,annual bonus,5382.24,2021-12-15 00:31:15,
2237,30,salary,,2022-04-15 00:31:15,sick
2238,30,training,7250.57,2022-07-01 00:31:15,
2239,30,salary,1868.35,2022-07-15 00:31:15,
2240,30,salary,,2022-09-30 00:31:15,leave
2241,30,annual bonus,7716.8,2022-12-15 00:31:15,
2242,30,salary,2498.09,2022-12-30 00:31:15,
2243,30,salary,2162.8,2023-06-30 00:31:15,
2244,30,training,4893.23,2023-07-01 00:31:15,
2245,30,salary,2158.22,2023-09-15 00:31:15,
2246,30,salary,1436.5,2023-12-15 00:31:15,
2247,30,annual bonus,7551.55,2023-12-15 00:31:15,
2248,30,salary,1595.18,2024-03-15 00:31:15,
2249,30,training,6650.71,2024-07-01 00:31:15,
2250,30,salary,2271.97,2024-08-30 00:31:15,
2251,31,salary,1921.05,2010-10-15 00:31:15,
2252,31,annual bonus,7570.17,2010-12-15 00:31:15,
2253,31,salary,1669.33,2011-04-15 00:31:15,
2254,31,training,7794.85,2011-07-01 00:31:15,
2255,31,salary,1989.12,2011-07-15 00:31:15,
2256,31,salary,2103.88,2011-09-30 00:31:15,
2257,31,annual bonus,6793.62,2011-12-15 00:31:15,
2258,31,salary,1328.23,2011-12-30 00:31:15,
2259,31,salary,1094.29,2012-03-30 00:31:15,
2260,31,salary,1064.21,2012-06-15 00:31:15,
2261,31,training,7630.9,2012-07-01 00:31:15,
2262,31,salary,1541.88,2012-11-30 00:31:15,
2263,31,annual bonus,7272.76,2012-12-15 00:31:15,
2264,31,salary,1069.66,2013-02-15 00:31:15,
2265,31,salary,1486.11,2013-03-15 00:31:15,
2266,31,training,6085.49,2013-07-01 00:31:15,
2267,31,salary,2244.47,2013-08-30 00:31:15,
2268,31,salary,1394.97,2013-11-15 00:31:15,
2269,31,annual bonus,5869.08,2013-12-15 00:31:15,
2270,31,salary,1980.51,2014-05-30 00:31:15,
2271,31,training,6613.35,2014-07-01 00:31:15,
2272,31,salary,2253.2,2014-08-15 00:31:15,
2273,31,annual bonus,6881.27,2014-12-15 00:31:15,
2274,31,salary,2360.86,2015-01-30 00:31:15,
2275,31,salary,1529.35,2015-05-15 00:31:15,
2276,31,training,5947.45,2015-07-01 00:31:15,
2277,31,salary,1723.17,2015-10-30 00:31:15,
2278,31,annual bonus,7508.68,2015-12-15 00:31:15,
2279,31,salary,1208.45,2016-01-15 00:31:15,
2280,31,salary,1115.63,2016-04-15 00:31:15,
2281,31,training,4846.07,2016-07-01 00:31:15,
2282,31,salary,1280.36,2016-07-15 00:31:15,
2283,31,salary,2075.95,2016-09-30 00:31:15,
2284,31,annual bonus,6151.5,2016-12-15 00:31:15,
2285,31,salary,2216.76,2016-12-30 00:31:15,
2286,31,salary,1722.27,2017-06-30 00:31:15,
2287,31,training,4842.82,2017-07-01 00:31:15,
2288,31,salary,1241.87,2017-09-15 00:31:15,
2289,31,salary,,2017-12-15 00:31:15,sick
2290,31,annual bonus,5673.49,2017-12-15 00:31:15,
2291,31,salary,1768.96,2018-03-30 00:31:15,
2292,31,salary,1220.3,2018-06-15 00:31:15,
2293,31,training,7689.79,2018-07-01 00:31:15,
2294,31,salary,1774.96,2018-11-30 00:31:15,
2295,31,annual bonus,9845.25,2018-12-15 00:31:15,
2296,31,salary,1956.43,2019-02-15 00:31:15,
2297,31,salary,2091.96,2019-03-15 00:31:15,
2298,31,training,7789.02,2019-07-01 00:31:15,
2299,31,salary,1324.89,2019-08-30 00:31:15,
2300,31,salary,1707.12,2019-11-15 00:31:15,
2301,31,annual bonus,6096.6,2019-12-15 00:31:15,
2302,31,salary,1616.15,2020-05-15 00:31:15,
2303,31,training,6330.58,2020-07-01 00:31:15,
2304,31,salary,2151.24,2020-10-30 00:31:15,
2305,31,annual bonus,7553.51,2020-12-15 00:31:15,
2306,31,salary,1251.58,2021-01-15 00:31:15,
2307,31,salary,2383.53,2021-04-30 00:31:15,
2308,31,training,4275.37,2021-07-01 00:31:15,
2309,31,salary,1567.32,2021-07-30 00:31:15,
2310,31,salary,1024.84,2021-10-15 00:31:15,
2311,31,annual bonus,9545.79,2021-12-15 00:31:15,
2312,31,salary,2026.55,2022-04-15 00:31:15,
2313,31,training,6422.04,2022-07-01 00:31:15,
2314,31,salary,1266.13,2022-07-15 00:31:15,
2315,31,salary,1899.72,2022-09-30 00:31:15,
2316,31,annual bonus,7656.62,2022-12-15 00:31:15,
2317,31,salary,2128.57,2022-12-30 00:31:15,
2318,31,salary,1989.09,2023-06-30 00:31:15,
2319,31,training,6157.14,2023-07-01 00:31:15,
2320,31,salary,1001.8,2023-09-15 00:31:15,
2321,31,salary,2017.84,2023-12-15 00:31:15,
2322,31,annual bonus,7103,2023-12-15 00:31:15,
2323,31,salary,2312.24,2024-03-15 00:31:15,
2324,31,training,5715.83,2024-07-01 00:31:15,
2325,31,salary,2407.63,2024-08-30 00:31:15,
2326,32,salary,2153.01,2010-10-15 00:31:15,
2327,32,annual bonus,9022.3,2010-12-15 00:31:15,
2328,32,salary,2361.79,2011-04-15 00:31:15,
2329,32,training,6304.48,2011-07-01 00:31:15,
2330,32,salary,1638.23,2011-07-15 00:31:15,
2331,32,salary,2148.79,2011-09-30 00:31:15,
2332,32,annual bonus,5419,2011-12-15 00:31:15,
2333,32,salary,1897.44,2011-12-30 00:31:15,
2334,32,salary,,2012-03-30 00:31:15,sick
2335,32,salary,1866.98,2012-06-15 00:31:15,
2336,32,training,4028.78,2012-07-01 00:31:15,
2337,32,salary,1981.82,2012-11-30 00:31:15,
2338,32,annual bonus,6579.19,2012-12-15 00:31:15,
2339,32,salary,1543.4,2013-02-15 00:31:15,
2340,32,salary,1977.36,2013-03-15 00:31:15,
2341,32,training,7419.91,2013-07-01 00:31:15,
2342,32,salary,1635.34,2013-08-30 00:31:15,
2343,32,salary,1413.34,2013-11-15 00:31:15,
2344,32,annual bonus,8774.1,2013-12-15 00:31:15,
2345,32,salary,1619.84,2014-05-30 00:31:15,
2346,32,training,5929.87,2014-07-01 00:31:15,
2347,32,salary,1555.32,2014-08-15 00:31:15,
2348,32,annual bonus,6268.63,2014-12-15 00:31:15,
2349,32,salary,1459.98,2015-01-30 00:31:15,
2350,32,salary,2058.24,2015-05-15 00:31:15,
2351,32,training,7420,2015-07-01 00:31:15,
2352,32,salary,1988.92,2015-10-30 00:31:15,
2353,32,annual bonus,7232.53,2015-12-15 00:31:15,
2354,32,salary,2048.97,2016-01-15 00:31:15,
2355,32,salary,1321.69,2016-04-15 00:31:15,
2356,32,training,5353.75,2016-07-01 00:31:15,
2357,32,salary,1825.86,2016-07-15 00:31:15,
2358,32,salary,2060.18,2016-09-30 00:31:15,
2359,32,annual bonus,9821.89,2016-12-15 00:31:15,
2360,32,salary,1007.94,2016-12-30 00:31:15,
2361,32,salary,1217.99,2017-06-30 00:31:15,
2362,32,training,5741.51,2017-07-01 00:31:15,
2363,32,salary,1096.12,2017-09-15 00:31:15,
2364,32,salary,,2017-12-15 00:31:15,leave
2365,32,annual bonus,9652.49,2017-12-15 00:31:15,
2366,32,salary,1600.97,2018-03-30 00:31:15,
2367,32,salary,1429.7,2018-06-15 00:31:15,
2368,32,training,4229.85,2018-07-01 00:31:15,
2369,32,salary,2160.41,2018-11-30 00:31:15,
2370,32,annual bonus,7471.35,2018-12-15 00:31:15,
2371,32,salary,1016.07,2019-02-15 00:31:15,
2372,32,salary,2396.14,2019-03-15 00:31:15,
2373,32,training,4778.99,2019-07-01 00:31:15,
2374,32,salary,2175.94,2019-08-30 00:31:15,
2375,32,salary,2047.67,2019-11-15 00:31:15,
2376,32,annual bonus,8369.45,2019-12-15 00:31:15,
2377,32,salary,1539.61,2020-05-15 00:31:15,
2378,32,training,7902.58,2020-07-01 00:31:15,
2379,32,salary,1130.26,2020-10-30 00:31:15,
2380,32,annual bonus,6996.77,2020-12-15 00:31:15,
2381,32,salary,2004.49,2021-01-15 00:31:15,
2382,32,salary,,2021-04-30 00:31:15,sick
2383,32,training,7676.71,2021-07-01 00:31:15,
2384,32,salary,1824.39,2021-07-30 00:31:15,
2385,32,salary,1838.67,2021-10-15 00:31:15,
2386,32,annual bonus,6737.03,2021-12-15 00:31:15,
2387,32,salary,2223.27,2022-04-15 00:31:15,
2388,32,training,7852.23,2022-07-01 00:31:15,
2389,32,salary,1682.14,2022-07-15 00:31:15,
2390,32,salary,1006.98,2022-09-30 00:31:15,
2391,32,annual bonus,7530.68,2022-12-15 00:31:15,
2392,32,salary,1837.95,2022-12-30 00:31:15,
2393,32,salary,1509.95,2023-06-30 00:31:15,
2394,32,training,6053.15,2023-07-01 00:31:15,
2395,32,salary,1386.54,2023-09-15 00:31:15,
2396,32,salary,2190.08,2023-12-15 00:31:15,
2397,32,annual bonus,7213.4,2023-12-15 00:31:15,
2398,32,salary,1565.62,2024-03-15 00:31:15,
2399,32,training,4973.09,2024-07-01 00:31:15,
2400,32,salary,1509.49,2024-08-30 00:31:15,
2401,33,salary,2022.39,2010-10-15 00:31:15,
2402,33,annual bonus,9309.25,2010-12-15 00:31:15,
2403,33,salary,1722.96,2011-04-15 00:31:15,
2404,33,training,5530.69,2011-07-01 00:31:15,
2405,33,salary,2182.98,2011-07-15 00:31:15,
2406,33,salary,2051.76,2011-09-30 00:31:15,
2407,33,annual bonus,7061.72,2011-12-15 00:31:15,
2408,33,salary,1529.64,2011-12-30 00:31:15,
2409,33,salary,2051.23,2012-03-30 00:31:15,
2410,33,salary,1430.93,2012-06-15 00:31:15,
2411,33,training,6995.15,2012-07-01 00:31:15,
2412,33,salary,1512.99,2012-11-30 00:31:15,
2413,33,annual bonus,5892.25,2012-12-15 00:31:15,
2414,33,salary,1470.81,2013-02-15 00:31:15,
2415,33,salary,1860.57,2013-03-15 00:31:15,
2416,33,training,6984.63,2013-07-01 00:31:15,
2417,33,salary,2395.38,2013-08-30 00:31:15,
2418,33,salary,2105.67,2013-11-15 00:31:15,
2419,33,annual bonus,6210.04,2013-12-15 00:31:15,
2420,33,salary,1398.11,2014-05-30 00:31:15,
2421,33,training,7339.76,2014-07-01 00:31:15,
2422,33,salary,2254.5,2014-08-15 00:31:15,
2423,33,annual bonus,8893.91,2014-12-15 00:31:15,
2424,33,salary,1179.82,2015-01-30 00:31:15,
2425,33,salary,2433.67,2015-05-15 00:31:15,
2426,33,training,4026.49,2015-07-01 00:31:15,
2427,33,salary,2285.63,2015-10-30 00:31:15,
2428,33,annual bonus,9239.2,2015-12-15 00:31:15,
2429,33,salary,1556.79,2016-01-15 00:31:15,
2430,33,salary,2347.18,2016-04-15 00:31:15,
2431,33,training,6298.08,2016-07-01 00:31:15,
2432,33,salary,1412.1,2016-07-15 00:31:15,
2433,33,salary,2146.39,2016-09-30 00:31:15,
2434,33,annual bonus,6989,2016-12-15 00:31:15,
2435,33,salary,2125.25,2016-12-30 00:31:15,
2436,33,salary,1788.6,2017-06-30 00:31:15,
2437,33,training,7758.62,2017-07-01 00:31:15,
2438,33,salary,1048.84,2017-09-15 00:31:15,
2439,33,salary,2290.6,2017-12-15 00:31:15,
2440,33,annual bonus,7285.52,2017-12-15 00:31:15,
2441,33,salary,1180.55,2018-03-30 00:31:15,
2442,33,salary,,2018-06-15 00:31:15,sick
2443,33,training,5517.71,2018-07-01 00:31:15,
2444,33,salary,1151.12,2018-11-30 00:31:15,
2445,33,annual bonus,9308.35,2018-12-15 00:31:15,
2446,33,salary,1280.73,2019-02-15 00:31:15,
2447,33,salary,1404.11,2019-03-15 00:31:15,
2448,33,training,5372.39,2019-07-01 00:31:15,
2449,33,salary,1275.87,2019-08-30 00:31:15,
2450,33,salary,1628.64,2019-11-15 00:31:15,
2451,33,annual bonus,6825.02,2019-12-15 00:31:15,
2452,33,salary,1600.89,2020-05-15 00:31:15,
2453,33,training,6285.64,2020-07-01 00:31:15,
2454,33,salary,2468.91,2020-10-30 00:31:15,
2455,33,annual bonus,9070.14,2020-12-15 00:31:15,
2456,33,salary,2081.22,2021-01-15 00:31:15,
2457,33,salary,1833.01,2021-04-30 00:31:15,
2458,33,training,4784.25,2021-07-01 00:31:15,
2459,33,salary,2200.06,2021-07-30 00:31:15,
2460,33,salary,,2021-10-15 00:31:15,leave
2461,33,annual bonus,7497.49,2021-12-15 00:31:15,
2462,33,salary,2493.34,2022-04-15 00:31:15,
2463,33,training,6068.03,2022-07-01 00:31:15,
2464,33,salary,2080.84,2022-07-15 00:31:15,
2465,33,salary,1450.05,2022-09-30 00:31:15,
2466,33,annual bonus,7838.6,2022-12-15 00:31:15,
2467,33,salary,1597.6,2022-12-30 00:31:15,
2468,33,salary,1090.05,2023-06-30 00:31:15,
2469,33,training,5906.16,2023-07-01 00:31:15,
2470,33,salary,1944.79,2023-09-15 00:31:15,
2471,33,salary,1501.98,2023-12-15 00:31:15,
2472,33,annual bonus,7801.19,2023-12-15 00:31:15,
2473,33,salary,2397.77,2024-03-15 00:31:15,
2474,33,training,4079.34,2024-07-01 00:31:15,
2475,33,salary,1181.86,2024-08-30 00:31:15,
2476,34,salary,2444.67,2010-10-15 00:31:15,
2477,34,annual bonus,7878.9,2010-12-15 00:31:15,
2478,34,salary,1973.7,2011-04-15 00:31:15,
2479,34,training,7121.24,2011-07-01 00:31:15,
2480,34,salary,1532.66,2011-07-15 00:31:15,
2481,34,salary,1731.24,2011-09-30 00:31:15,
2482,34,annual bonus,9447.27,2011-12-15 00:31:15,
2483,34,salary,1571.61,2011-12-30 00:31:15,
2484,34,salary,1947.57,2012-03-30 00:31:15,
2485,34,salary,1251.36,2012-06-15 00:31:15,
2486,34,training,5349.55,2012-07-01 00:31:15,
2487,34,salary,1946.91,2012-11-30 00:31:15,
2488,34,annual bonus,9243.65,2012-12-15 00:31:15,
2489,34,salary,1107.02,2013-02-15 00:31:15,
2490,34,salary,1342.33,2013-03-15 00:31:15,
2491,34,training,5165.43,2013-07-01 00:31:15,
2492,34,salary,1401.21,2013-08-30 00:31:15,
2493,34,salary,1406.87,2013-11-15 00:31:15,
2494,34,annual bonus,9313.17,2013-12-15 00:31:15,
2495,34,salary,1544.75,2014-05-30 00:31:15,
2496,34,training,7862.1,2014-07-01 00:31:15,
2497,34,salary,1620.98,2014-08-15 00:31:15,
2498,34,annual bonus,5115.48,2014-12-15 00:31:15,
2499,34,salary,2091.66,2015-01-30 00:31:15,
2500,34,salary,2410.66,2015-05-15 00:31:15,
2501,34,training,4320.26,2015-07-01 00:31:15,
2502,34,salary,1250.37,2015-10-30 00:31:15,
2503,34,annual bonus,5318.9,2015-12-15 00:31:15,
2504,34,salary,2318.04,2016-01-15 00:31:15,
2505,34,salary,1039.55,2016-04-15 00:31:15,
2506,34,training,7059.99,2016-07-01 00:31:15,
2507,34,salary,1124.88,2016-07-15 00:31:15,
2508,34,salary,1232.91,2016-09-30 00:31:15,
2509,34,annual bonus,9426.47,2016-12-15 00:31:15,
2510,34,salary,1464.06,2016-12-30 00:31:15,
2511,34,salary,1426.26,2017-06-30 00:31:15,
2512,34,training,4525.11,2017-07-01 00:31:15,
2513,34,salary,,2017-09-15 00:31:15,leave
2514,34,salary,2290.55,2017-12-15 00:31:15,
2515,34,annual bonus,7380.3,2017-12-15 00:31:15,
2516,34,salary,2462.47,2018-03-30 00:31:15,
2517,34,salary,1408.62,2018-06-15 00:31:15,
2518,34,training,7878.17,2018-07-01 00:31:15,
2519,34,salary,2046.43,2018-11-30 00:31:15,
2520,34,annual bonus,7987.32,2018-12-15 00:31:15,
2521,34,salary,1946.57,2019-02-15 00:31:15,
2522,34,salary,1845.98,2019-03-15 00:31:15,
2523,34,training,6558.11,2019-07-01 00:31:15,
2524,34,salary,1464.49,2019-08-30 00:31:15,
2525,34,salary,1809.5,2019-11-15 00:31:15,
2526,34,annual bonus,7208.86,2019-12-15 00:31:15,
2527,34,salary,1548.67,2020-05-15 00:31:15,
2528,34,training,5214.29,2020-07-01 00:31:15,
2529,34,salary,1000.14,2020-10-30 00:31:15,
2530,34,annual bonus,9238.88,2020-12-15 00:31:15,
2531,34,salary,1515.83,2021-01-15 00:31:15,
2532,34,salary,1012.48,2021-04-30 00:31:15,
2533,34,training,7787.83,2021-07-01 00:31:15,
2534,34,salary,,2021-07-30 00:31:15,leave
2535,34,salary,2196.95,2021-10-15 00:31:15,
2536,34,annual bonus,8983.04,2021-12-15 00:31:15,
2537,34,salary,1822.32,2022-04-15 00:31:15,
2538,34,training,7528.65,2022-07-01 00:31:15,
2539,34,salary,1655.66,2022-07-15 00:31:15,
2540,34,salary,2072.41,2022-09-30 00:31:15,
2541,34,annual bonus,9141.31,2022-12-15 00:31:15,
2542,34,salary,1330.89,2022-12-30 00:31:15,
2543,34,salary,1937.98,2023-06-30 00:31:15,
2544,34,training,7199.84,2023-07-01 00:31:15,
2545,34,salary,1919.82,2023-09-15 00:31:15,
2546,34,salary,1407.8,2023-12-15 00:31:15,
2547,34,annual bonus,7659.19,2023-12-15 00:31:15,
2548,34,salary,1403.23,2024-03-15 00:31:15,
2549,34,training,4273.86,2024-07-01 00:31:15,
2550,34,salary,1204.94,2024-08-30 00:31:15,
2551,35,salary,1683.01,2010-10-15 00:31:15,
2552,35,annual bonus,8501.66,2010-12-15 00:31:15,
2553,35,salary,1737.99,2011-04-15 00:31:15,
2554,35,training,4608.6,2011-07-01 00:31:15,
2555,35,salary,,2011-07-15 00:31:15,sick
2556,35,salary,1423.17,2011-09-30 00:31:15,
2557,35,annual bonus,7191.64,2011-12-15 00:31:15,
2558,35,salary,1012.31,2011-12-30 00:31:15,
2559,35,salary,1022.09,2012-03-30 00:31:15,
2560,35,salary,1630.36,2012-06-15 00:31:15,
2561,35,training,5993.58,2012-07-01 00:31:15,
2562,35,salary,1557.1,2012-11-30 00:31:15,
2563,35,annual bonus,5158.65,2012-12-15 00:31:15,
2564,35,salary,1120.33,2013-02-15 00:31:15,
2565,35,salary,1219.13,2013-03-15 00:31:15,
